County,State,Population,Total Votes,Democrats,Republican,Other
Autauga County,Alabama,48366,20081,4758,15196,127
Baldwin County,Alabama,156266,69320,15599,52971,750
Barbour County,Alabama,28287,10777,4832,5899,46
Bibb County,Alabama,21721,7600,2089,5472,39
Blount County,Alabama,54124,21504,3938,17386,180
Bullock County,Alabama,11056,4717,3210,1494,13
Butler County,Alabama,20870,8416,3413,4979,24
Calhoun County,Alabama,113462,45249,15083,29814,352
Chambers County,Alabama,35463,13032,5347,7622,63
Cherokee County,Alabama,24887,9049,3040,5923,86
Chilton County,Alabama,41534,16693,3778,12829,86
Choctaw County,Alabama,14930,7227,3303,3897,27
Clarke County,Alabama,26958,11394,4627,6730,37
Clay County,Alabama,14121,6576,1893,4624,59
Cleburne County,Alabama,14339,5798,1391,4370,37
Coffee County,Alabama,45053,17616,4480,13019,117
Colbert County,Alabama,54380,23935,10598,13188,149
Conecuh County,Alabama,13430,6021,2719,3271,31
Coosa County,Alabama,11560,5001,2055,2905,41
Covington County,Alabama,36806,14627,3423,11119,85
Crenshaw County,Alabama,13727,5500,1698,3777,25
Cullman County,Alabama,78131,35191,8045,26818,328
Dale County,Alabama,49245,18231,4484,13621,126
Dallas County,Alabama,44795,18573,11175,7335,63
DeKalb County,Alabama,67260,24135,7092,16904,139
Elmore County,Alabama,71018,28680,6471,22056,153
Escambia County,Alabama,37713,12395,3814,8513,68
Etowah County,Alabama,103080,42680,15328,26999,353
Fayette County,Alabama,18022,8002,2408,5534,60
Franklin County,Alabama,30768,12269,4514,7690,65
Geneva County,Alabama,25772,10520,2113,8342,65
Greene County,Alabama,9686,4748,3764,958,26
Hale County,Alabama,16765,7945,4631,3281,33
Henry County,Alabama,16692,7361,2452,4881,28
Houston County,Alabama,92593,36201,9144,26874,183
Jackson County,Alabama,53525,20321,8635,11534,152
Jefferson County,Alabama,656023,292967,132286,158680,2001
Lamar County,Alabama,15075,6885,1956,4894,35
Lauderdale County,Alabama,88732,37107,14628,22161,318
Lawrence County,Alabama,34318,14001,6155,7730,116
Lee County,Alabama,122274,44610,16227,27972,411
Limestone County,Alabama,69593,29073,9126,19702,245
Lowndes County,Alabama,12623,6021,4233,1786,2
Macon County,Alabama,22685,9407,7800,1570,37
Madison County,Alabama,295655,131062,52644,77173,1245
Marengo County,Alabama,21777,10322,5037,5255,30
Marion County,Alabama,30516,12875,3808,8983,84
Marshall County,Alabama,85131,31491,8452,22783,256
Mobile County,Alabama,397959,156771,63732,92014,1025
Monroe County,Alabama,23769,9534,3666,5831,37
Montgomery County,Alabama,223002,89650,45160,44097,393
Morgan County,Alabama,113006,47007,14131,32477,399
Perry County,Alabama,11153,5523,3767,1738,18
Pickens County,Alabama,20380,9132,3915,5170,47
Pike County,Alabama,30593,11883,4334,7483,66
Randolph County,Alabama,22525,9001,2817,6127,57
Russell County,Alabama,49498,16809,8375,8337,97
St. Clair County,Alabama,70416,29161,5456,23500,205
Shelby County,Alabama,165757,78906,14850,63435,621
Sumter County,Alabama,14324,6433,4527,1880,26
Talladega County,Alabama,81139,29898,11374,18331,193
Tallapoosa County,Alabama,40904,17952,5451,12392,109
Tuscaloosa County,Alabama,171960,69830,26447,42877,506
Walker County,Alabama,68629,28367,9016,19167,184
Washington County,Alabama,17801,8247,3145,5060,42
Wilcox County,Alabama,12493,5682,3838,1834,10
Winston County,Alabama,24614,10423,2236,8130,57
Apache County,Arizona,68161,24198,15658,8384,156
Cochise County,Arizona,123234,44483,17514,26556,413
Coconino County,Arizona,125117,52267,29243,22526,498
Gila County,Arizona,51423,20843,8314,12343,186
Graham County,Arizona,32703,10720,3185,7467,68
Greenlee County,Arizona,7549,3067,1146,1899,22
La Paz County,Arizona,19979,5055,1849,3158,48
Maricopa County,Arizona,3417860,1192751,504849,679455,8447
Mohave County,Arizona,180521,57807,20503,36794,510
Navajo County,Arizona,102774,32343,14815,17277,251
Pima County,Arizona,901342,366907,193128,171109,2670
Pinal County,Arizona,219472,64622,27252,37006,364
Santa Cruz County,Arizona,41623,11668,6909,4668,91
Yavapai County,Arizona,187822,87389,33127,53468,794
Yuma County,Arizona,172824,38465,16032,22184,249
Arkansas County,Arkansas,19967,6946,3110,3789,47
Ashley County,Arkansas,23156,8512,3881,4567,64
Baxter County,Arkansas,39334,18530,7129,11128,273
Benton County,Arkansas,179010,68121,20756,46571,794
Boone County,Arkansas,34900,14777,4640,9793,344
Bradley County,Arkansas,12107,4249,2206,2011,32
Calhoun County,Arkansas,5591,2303,942,1341,20
Carroll County,Arkansas,26052,10481,4161,6184,136
Chicot County,Arkansas,12879,4757,2993,1725,39
Clark County,Arkansas,22904,9189,4985,4127,77
Clay County,Arkansas,16827,6096,3264,2759,73
Cleburne County,Arkansas,25018,11835,4702,7001,132
Cleveland County,Arkansas,8744,3496,1450,2009,37
Columbia County,Arkansas,25154,9909,4108,5729,72
Conway County,Arkansas,20519,8649,4259,4293,97
Craighead County,Arkansas,86331,29801,13665,15818,318
Crawford County,Arkansas,56832,20401,6764,13391,246
Crittenden County,Arkansas,50266,15300,8277,6930,93
Cross County,Arkansas,18782,7074,3135,3864,75
Dallas County,Arkansas,8740,3383,1667,1699,17
Desha County,Arkansas,14270,4647,2851,1729,67
Drew County,Arkansas,18595,6249,2952,3262,35
Faulkner County,Arkansas,96162,36686,14538,21514,634
Franklin County,Arkansas,17955,7289,3008,4181,100
Fulton County,Arkansas,12079,4955,2370,2522,63
Garland County,Arkansas,91084,40154,18040,21734,380
Grant County,Arkansas,17026,6770,2524,4205,41
Greene County,Arkansas,39046,13947,6561,7232,154
Hempstead County,Arkansas,22971,7452,3817,3580,55
Hot Spring County,Arkansas,31071,12068,5903,5962,203
Howard County,Arkansas,13991,4943,2166,2736,41
Independence County,Arkansas,34989,13011,5443,7430,138
Izard County,Arkansas,13512,5493,2586,2833,74
Jackson County,Arkansas,18159,6219,3515,2624,80
Jefferson County,Arkansas,81455,30493,19675,10218,600
Johnson County,Arkansas,23850,8044,3622,4311,111
Lafayette County,Arkansas,8153,3191,1567,1604,20
Lawrence County,Arkansas,17541,6615,3544,2951,120
Lee County,Arkansas,11512,4080,2548,1492,40
Lincoln County,Arkansas,14466,4109,2149,1921,39
Little River County,Arkansas,13176,5294,2677,2575,42
Logan County,Arkansas,22682,8551,3361,5076,114
Lonoke County,Arkansas,58449,22030,7454,14398,178
Madison County,Arkansas,14437,6384,2421,3873,90
Marion County,Arkansas,16293,6867,2602,4127,138
Miller County,Arkansas,41765,14678,6139,8448,91
Mississippi County,Arkansas,47777,14153,7593,6121,439
Monroe County,Arkansas,9287,3667,2049,1586,32
Montgomery County,Arkansas,9334,3958,1524,2367,67
Nevada County,Arkansas,9535,3477,1694,1752,31
Newton County,Arkansas,8503,4378,1506,2779,93
Ouachita County,Arkansas,27107,10650,5188,5345,117
Perry County,Arkansas,10352,4431,1921,2435,75
Phillips County,Arkansas,24174,8868,5642,3161,65
Pike County,Arkansas,11246,3367,1310,2013,44
Poinsett County,Arkansas,25039,7723,4069,3555,99
Polk County,Arkansas,20057,7799,2473,5192,134
Pope County,Arkansas,56606,20902,7100,13614,188
Prairie County,Arkansas,9111,3624,1562,2030,32
Pulaski County,Arkansas,366608,151758,82755,67617,1386
Randolph County,Arkansas,18207,6667,3412,3158,97
St. Francis County,Arkansas,28905,9588,5684,3815,89
Saline County,Arkansas,90961,39376,14153,24864,359
Scott County,Arkansas,10872,4038,1473,2514,51
Searcy County,Arkansas,8046,3992,1370,2565,57
Sebastian County,Arkansas,118168,44211,16479,27303,429
Sevier County,Arkansas,16041,4601,2035,2516,50
Sharp County,Arkansas,17353,7470,3265,4097,108
Stone County,Arkansas,11768,5549,2255,3188,106
Union County,Arkansas,43747,17832,7071,10502,259
Van Buren County,Arkansas,16664,7374,3310,3988,76
Washington County,Arkansas,176837,64103,27597,35726,780
White County,Arkansas,70403,26425,9129,17001,295
Woodruff County,Arkansas,8102,3026,1972,1021,33
Yell County,Arkansas,21074,6659,2913,3678,68
Alameda County,California,1445721,560742,422585,130911,7246
Alpine County,California,1263,699,373,311,15
Amador County,California,37400,16879,6211,10479,189
Butte County,California,213065,95735,42448,51662,1625
Calaveras County,California,44530,22306,8286,13601,419
Colusa County,California,20207,6166,1947,4142,77
Contra Costa County,California,992424,412139,257254,150608,4277
Del Norte County,California,27950,9421,3892,5356,173
El Dorado County,California,171653,86278,32242,52878,1158
Fresno County,California,861035,247160,103154,141988,2018
Glenn County,California,27122,9435,2995,6308,132
Humboldt County,California,130702,65510,37988,25714,1808
Imperial County,California,152259,25902,13955,11628,319
Inyo County,California,18578,7718,3021,4559,138
Kern County,California,736296,210858,68603,140417,1838
Kings County,California,143601,32093,10833,21003,257
Lake County,California,63116,18166,9679,8185,302
Lassen County,California,34458,11437,3158,8126,153
Los Angeles County,California,9793263,3021647,1907736,1076225,37686
Madera County,California,137106,38780,13481,24871,428
Marin County,California,243769,134919,99070,34378,1471
Mariposa County,California,17844,8638,3251,5215,172
Mendocino County,California,88030,38179,24385,12955,839
Merced County,California,237180,57945,24491,32773,681
Modoc County,California,9605,4456,1149,3235,72
Mono County,California,13360,5330,2628,2621,81
Monterey County,California,408731,124544,75241,47838,1465
Napa County,California,130387,56465,33666,22059,740
Nevada County,California,96512,53739,24220,28790,729
Orange County,California,2941711,1073296,419239,641832,12225
Placer County,California,302841,152945,55573,95969,1403
Plumas County,California,21000,11178,4129,6905,144
Riverside County,California,1856542,556882,228806,322473,5603
Sacramento County,California,1348932,476765,236657,235539,4569
San Benito County,California,54849,18725,9851,8698,176
San Bernardino County,California,1899065,522777,227789,289306,5682
San Diego County,California,2930007,1133584,526437,596033,11114
San Francisco County,California,761325,355929,296772,54355,4802
San Joaquin County,California,642898,189505,87012,100978,1515
San Luis Obispo County,California,256842,128647,58742,67995,1910
San Mateo County,California,690161,284077,197922,83315,2840
Santa Barbara County,California,407284,169125,90314,76806,2005
Santa Clara County,California,1663167,602614,386100,209094,7420
Santa Cruz County,California,252356,121733,89102,30354,2277
Shasta County,California,174867,77571,24339,52249,983
Sierra County,California,3430,1945,646,1249,50
Siskiyou County,California,44394,20863,7880,12673,310
Solano County,California,409301,148746,85096,62301,1349
Sonoma County,California,466809,220077,148261,68204,3612
Stanislaus County,California,492613,145514,58829,85407,1278
Sutter County,California,86484,30145,9602,20254,289
Tehama County,California,59571,23405,7504,15572,329
Trinity County,California,13159,6479,2782,3560,137
Tulare County,California,398226,98739,32494,65399,846
Tuolumne County,California,56602,26188,10104,15745,339
Ventura County,California,793994,312909,148859,160314,3736
Yolo County,California,185237,72009,42885,28005,1119
Yuba County,California,63742,18020,5687,12076,257
Adams County,Colorado,384809,136672,69122,65912,1638
Alamosa County,Colorado,15217,6269,3017,3179,73
Arapahoe County,Colorado,518971,232171,110262,119475,2434
Archuleta County,Colorado,11266,5839,2141,3601,97
Baca County,Colorado,4064,2186,483,1680,23
Bent County,Colorado,6180,2155,785,1338,32
Boulder County,Colorado,279728,159257,105564,51586,2107
Broomfield County,Colorado,44867,23235,10935,12007,293
Chaffee County,Colorado,17047,8769,3766,4875,128
Cheyenne County,Colorado,1981,1134,198,923,13
Clear Creek County,Colorado,9148,5613,2989,2522,102
Conejos County,Colorado,8353,3800,1894,1864,42
Costilla County,Colorado,3656,1759,1170,566,23
Crowley County,Colorado,5720,1493,478,1006,9
Custer County,Colorado,3911,2428,739,1657,32
Delta County,Colorado,29305,14159,4224,9722,213
Denver County,Colorado,550756,238672,166135,69903,2634
Dolores County,Colorado,1850,1146,333,785,28
Douglas County,Colorado,232508,121200,39661,80651,888
Eagle County,Colorado,45893,18511,9744,8533,234
Elbert County,Colorado,21977,11361,2834,8389,138
El Paso County,Colorado,556667,241786,77648,161361,2777
Fremont County,Colorado,46605,18523,5933,12313,277
Garfield County,Colorado,48193,20647,9228,11123,296
Gilpin County,Colorado,4752,3196,1807,1329,60
Grand County,Colorado,13596,7609,3243,4260,106
Gunnison County,Colorado,14356,8420,4782,3479,159
Hinsdale County,Colorado,810,602,236,355,11
Huerfano County,Colorado,7193,3402,1663,1700,39
Jackson County,Colorado,1486,934,210,710,14
Jefferson County,Colorado,520900,271293,126558,140644,4091
Kiowa County,Colorado,1457,892,172,712,8
Kit Carson County,Colorado,8157,3502,729,2721,52
Lake County,Colorado,7434,2949,1623,1261,65
La Plata County,Colorado,46728,25490,13409,11704,377
Larimer County,Colorado,271510,146435,68266,75884,2285
Las Animas County,Colorado,15573,6587,3300,3196,91
Lincoln County,Colorado,5751,2337,503,1819,15
Logan County,Colorado,21795,8766,2491,6168,107
Mesa County,Colorado,127678,61885,19564,41539,782
Mineral County,Colorado,848,619,227,383,9
Moffat County,Colorado,13175,5725,1355,4247,123
Montezuma County,Colorado,24456,11015,3867,6988,160
Montrose County,Colorado,36310,16219,4776,11218,225
Morgan County,Colorado,27736,9936,3039,6787,110
Otero County,Colorado,19436,8180,3164,4947,69
Ouray County,Colorado,4003,2719,1278,1402,39
Park County,Colorado,16130,8355,3445,4781,129
Phillips County,Colorado,4475,2325,582,1717,26
Pitkin County,Colorado,15220,9255,6335,2784,136
Prowers County,Colorado,13613,4745,1308,3392,45
Pueblo County,Colorado,148654,67182,35369,31117,696
Rio Blanco County,Colorado,6007,3003,566,2403,34
Rio Grande County,Colorado,12328,5523,2006,3448,69
Routt County,Colorado,21162,11761,6392,5199,170
Saguache County,Colorado,6365,2803,1594,1163,46
San Juan County,Colorado,631,486,253,216,17
San Miguel County,Colorado,7038,4019,2876,1079,64
Sedgwick County,Colorado,2551,1360,374,971,15
Summit County,Colorado,25313,13735,8144,5370,221
Teller County,Colorado,21678,11840,3556,8094,190
Washington County,Colorado,4923,2530,455,2050,25
Weld County,Colorado,215322,88652,31868,55591,1193
Yuma County,Colorado,9791,4559,1064,3456,39
Fairfield County,Connecticut,897472,400967,205902,189605,5460
Hartford County,Connecticut,874449,391808,229902,154919,6987
Litchfield County,Connecticut,188601,96668,44647,50160,1861
Middlesex County,Connecticut,161450,83984,47292,35252,1440
New Haven County,Connecticut,844505,366392,199060,160390,6942
New London County,Connecticut,268595,118360,66062,49931,2367
Tolland County,Connecticut,146706,71729,39146,31245,1338
Windham County,Connecticut,114316,48861,25477,22324,1060
Kent County,Delaware,139342,55977,23872,31578,527
New Castle County,Delaware,518944,241444,146171,93070,2203
Sussex County,Delaware,172517,77749,30098,47003,648
District of Columbia,District of Columbia,567754,227586,202970,21256,3360
Alachua County,Florida,229867,111328,62504,47762,1062
Baker County,Florida,24142,9955,2180,7738,37
Bay County,Florida,158804,75024,21068,53404,552
Bradford County,Florida,27703,10855,3244,7557,54
Brevard County,Florida,518722,265462,110309,153068,2085
Broward County,Florida,1725461,706872,453873,244674,8325
Calhoun County,Florida,13445,5963,2116,3782,65
Charlotte County,Florida,157755,79786,34256,44428,1102
Citrus County,Florida,129840,69467,29277,39500,690
Clay County,Florida,163238,81495,18971,62078,446
Collier County,Florida,296021,128683,43892,83631,1160
Columbia County,Florida,60804,24991,8031,16758,202
DeSoto County,Florida,33895,9510,3913,5524,73
Dixie County,Florida,14825,6442,1960,4434,48
Duval County,Florida,820070,381061,158610,220190,2261
Escambia County,Florida,298225,143278,48329,93566,1383
Flagler County,Florida,69387,38480,18578,19633,269
Franklin County,Florida,10090,5931,2401,3472,58
Gadsden County,Florida,45129,20984,14629,6253,102
Gilchrist County,Florida,15271,7015,2017,4936,62
Glades County,Florida,11901,4188,1718,2443,27
Gulf County,Florida,15455,7277,2407,4805,65
Hamilton County,Florida,14101,5079,2260,2792,27
Hardee County,Florida,26847,7249,2149,5049,51
Hendry County,Florida,36903,9775,3960,5757,58
Hernando County,Florida,149593,80547,37187,42635,725
Highlands County,Florida,93079,41496,15347,25878,271
Hillsborough County,Florida,1108225,463222,214132,245576,3514
Holmes County,Florida,19319,8300,1810,6412,78
Indian River County,Florida,125001,61414,23956,36938,520
Jackson County,Florida,46946,19807,7555,12122,130
Jefferson County,Florida,14030,7478,4135,3298,45
Lafayette County,Florida,7630,3325,845,2460,20
Lake County,Florida,254625,123950,48221,74389,1340
Lee County,Florida,522431,240667,93860,144176,2631
Leon County,Florida,254188,136379,83873,51615,891
Levy County,Florida,37510,16652,6074,10410,168
Liberty County,Florida,7449,3021,1070,1927,24
Madison County,Florida,19075,8304,4050,4191,63
Manatee County,Florida,296183,143621,61262,81318,1041
Marion County,Florida,291164,139677,57271,81283,1123
Martin County,Florida,139729,72453,30208,41362,883
Miami-Dade County,Florida,2358684,774726,409732,361095,3899
Monroe County,Florida,77616,39535,19654,19467,414
Nassau County,Florida,63699,32743,8573,23783,387
Okaloosa County,Florida,182506,89756,19368,69693,695
Okeechobee County,Florida,38556,12190,5153,6978,59
Orange County,Florida,1011681,388044,193354,192539,2151
Osceola County,Florida,216541,82204,38633,43117,454
Palm Beach County,Florida,1252223,544622,328687,212688,3247
Pasco County,Florida,401648,190916,84749,103230,2937
Pinellas County,Florida,928305,455357,225460,225686,4211
Polk County,Florida,527685,210830,86009,123559,1262
Putnam County,Florida,72831,30973,12412,18311,250
St. Johns County,Florida,151717,86290,26399,59196,695
St. Lucie County,Florida,228548,100063,51835,47592,636
Santa Rosa County,Florida,137241,67307,14659,52059,589
Sarasota County,Florida,357751,195652,88442,104692,2518
Seminole County,Florida,395230,186195,76971,108172,1052
Sumter County,Florida,64456,31842,11584,19800,458
Suwannee County,Florida,37597,15802,4522,11153,127
Taylor County,Florida,20093,8581,3049,5467,65
Union County,Florida,14470,4675,1251,3396,28
Volusia County,Florida,476845,228939,115519,111924,1496
Wakulla County,Florida,25832,11763,4896,6777,90
Walton County,Florida,47518,23976,6213,17555,208
Washington County,Florida,21967,10366,2912,7369,85
Appling County,Georgia,17740,6369,1848,4494,27
Atkinson County,Georgia,7985,2470,799,1666,5
Bacon County,Georgia,10283,3790,930,2853,7
Baker County,Georgia,4024,1764,936,821,7
Baldwin County,Georgia,45967,14547,6775,7709,63
Banks County,Georgia,16250,5590,1149,4410,31
Barrow County,Georgia,55032,17727,4095,13520,112
Bartow County,Georgia,87834,30232,7741,22311,180
Ben Hill County,Georgia,17106,5536,2180,3331,25
Berrien County,Georgia,17399,5592,1638,3917,37
Bibb County,Georgia,154159,57687,29322,28107,258
Bleckley County,Georgia,12018,4467,1281,3167,19
Brantley County,Georgia,16222,5618,1258,4333,27
Brooks County,Georgia,16127,5113,2193,2912,8
Bryan County,Georgia,26061,9983,2590,7363,30
Bulloch County,Georgia,60832,19171,6840,12252,79
Burke County,Georgia,22867,8479,4213,4232,34
Butts County,Georgia,21706,7734,2572,5119,43
Calhoun County,Georgia,6306,2019,1119,890,10
Camden County,Georgia,46096,14175,4637,9488,50
Candler County,Georgia,10039,3151,1096,2048,7
Carroll County,Georgia,99774,35278,10224,24837,217
Catoosa County,Georgia,58866,22304,5807,16406,91
Charlton County,Georgia,11378,3387,1064,2311,12
Chatham County,Georgia,240818,91515,45630,45484,401
Chattahoochee County,Georgia,15515,1688,773,905,10
Chattooga County,Georgia,25537,7847,2809,4992,46
Cherokee County,Georgia,173105,73587,14824,58238,525
Clarke County,Georgia,109752,37235,21718,15052,465
Clay County,Georgia,3233,1309,798,509,2
Clayton County,Georgia,255322,79546,56113,23106,327
Clinch County,Georgia,6893,2265,750,1501,14
Cobb County,Georgia,640346,279473,103955,173467,2051
Coffee County,Georgia,39383,12327,3979,8306,42
Colquitt County,Georgia,42987,11730,3378,8296,56
Columbia County,Georgia,102934,47144,11442,35549,153
Cook County,Georgia,16268,4816,1733,3065,18
Coweta County,Georgia,104089,42545,10647,31682,216
Crawford County,Georgia,12784,4402,1552,2830,20
Crisp County,Georgia,22320,6250,2357,3865,28
Dade County,Georgia,16028,6230,1823,4368,39
Dawson County,Georgia,18831,8113,1407,6649,57
Decatur County,Georgia,27763,8951,3577,5348,26
DeKalb County,Georgia,666204,276139,200787,73570,1782
Dodge County,Georgia,20319,6995,2384,4584,27
Dooly County,Georgia,12848,3844,1973,1853,18
Dougherty County,Georgia,94596,33647,19805,13711,131
Douglas County,Georgia,107377,42065,15997,25846,222
Early County,Georgia,11800,4213,1701,2495,17
Echols County,Georgia,3926,991,231,757,3
Effingham County,Georgia,43674,16167,3613,12503,51
Elbert County,Georgia,20693,7656,2984,4626,46
Emanuel County,Georgia,21579,7468,2774,4666,28
Evans County,Georgia,10889,3514,1213,2291,10
Fannin County,Georgia,21873,9650,2727,6862,61
Fayette County,Georgia,99443,52528,14887,37346,295
Floyd County,Georgia,94014,31625,10038,21400,187
Forsyth County,Georgia,129639,56826,9201,47267,358
Franklin County,Georgia,21430,7502,2245,5218,39
Fulton County,Georgia,809481,336024,199436,134372,2216
Gilmer County,Georgia,26175,9998,2510,7414,74
Glascock County,Georgia,2720,1269,250,1016,3
Glynn County,Georgia,71475,27692,8962,18608,122
Gordon County,Georgia,49426,15775,4028,11671,76
Grady County,Georgia,23840,8191,3092,5068,31
Greene County,Georgia,15330,6872,2774,4069,29
Gwinnett County,Georgia,687468,243917,81708,160445,1764
Habersham County,Georgia,38491,13245,2750,10434,61
Hall County,Georgia,156385,49696,10514,38883,299
Hancock County,Georgia,9673,3550,2715,822,13
Haralson County,Georgia,27621,10193,2434,7703,56
Harris County,Georgia,27180,12331,3400,8878,53
Hart County,Georgia,23966,9021,3479,5500,42
Heard County,Georgia,11273,3955,1148,2788,19
Henry County,Georgia,159971,64153,21096,42759,298
Houston County,Georgia,123723,45153,15054,29862,237
Irwin County,Georgia,9402,3414,1051,2347,16
Jackson County,Georgia,48288,16170,3468,12611,91
Jasper County,Georgia,12588,4740,1558,3157,25
Jeff Davis County,Georgia,13433,4844,1277,3549,18
Jefferson County,Georgia,16988,6535,3447,3066,22
Jenkins County,Georgia,8490,3403,1494,1898,11
Johnson County,Georgia,9613,3553,1263,2279,11
Jones County,Georgia,26537,10845,3855,6939,51
Lamar County,Georgia,16567,6494,2432,4027,35
Lanier County,Georgia,7824,2584,931,1641,12
Laurens County,Georgia,46329,17237,6281,10883,73
Lee County,Georgia,25965,10413,2182,8201,30
Liberty County,Georgia,63254,12800,6619,6131,50
Lincoln County,Georgia,8284,3657,1337,2309,11
Long County,Georgia,11355,3036,1033,1994,9
Lowndes County,Georgia,96510,31622,12516,18981,125
Lumpkin County,Georgia,24916,8855,2091,6690,74
McDuffie County,Georgia,21256,7773,2899,4846,28
McIntosh County,Georgia,12182,5378,2523,2837,18
Macon County,Georgia,14304,4777,2906,1851,20
Madison County,Georgia,26859,9833,2527,7254,52
Marion County,Georgia,7637,2952,1275,1670,7
Meriwether County,Georgia,22563,8147,3709,4402,36
Miller County,Georgia,6135,2441,736,1694,11
Mitchell County,Georgia,23520,7267,3360,3885,22
Monroe County,Georgia,23648,9783,3216,6522,45
Montgomery County,Georgia,9040,3168,1007,2150,11
Morgan County,Georgia,16604,7242,2304,4902,36
Murray County,Georgia,39465,10689,2899,7745,45
Muscogee County,Georgia,185057,63948,32867,30850,231
Newton County,Georgia,80603,29166,10939,18095,132
Oconee County,Georgia,27904,14170,3789,10276,105
Oglethorpe County,Georgia,13591,5628,1899,3688,41
Paulding County,Georgia,106350,40467,9420,30843,204
Peach County,Georgia,24818,8545,3961,4554,30
Pickens County,Georgia,26810,10627,2444,8115,68
Pierce County,Georgia,16755,5923,1234,4680,9
Pike County,Georgia,15474,6741,1506,5193,42
Polk County,Georgia,39564,12395,3868,8467,60
Pulaski County,Georgia,10646,3511,1294,2202,15
Putnam County,Georgia,19810,8107,2880,5188,39
Quitman County,Georgia,2457,965,543,409,13
Rabun County,Georgia,15757,6625,1918,4650,57
Randolph County,Georgia,7726,3047,1612,1418,17
Richmond County,Georgia,196883,69282,39262,29764,256
Rockdale County,Georgia,76577,31156,12136,18856,164
Schley County,Georgia,4070,1530,464,1063,3
Screven County,Georgia,15047,5923,2534,3360,29
Seminole County,Georgia,9065,3274,1278,1977,19
Spalding County,Georgia,60588,21007,7460,13461,86
Stephens County,Georgia,25314,9660,2714,6904,42
Stewart County,Georgia,5534,2031,1220,797,14
Sumter County,Georgia,32902,11287,5562,5688,37
Talbot County,Georgia,6775,2943,1830,1103,10
Taliaferro County,Georgia,1903,951,612,335,4
Tattnall County,Georgia,23034,6463,1787,4657,19
Taylor County,Georgia,8918,3381,1458,1912,11
Telfair County,Georgia,14685,3775,1590,2171,14
Terrell County,Georgia,10453,3824,1951,1859,14
Thomas County,Georgia,42762,15705,5997,9659,49
Tift County,Georgia,38622,12520,3864,8619,37
Toombs County,Georgia,26166,8813,2567,6196,50
Towns County,Georgia,9872,5277,1430,3823,24
Treutlen County,Georgia,6949,2756,1052,1691,13
Troup County,Georgia,62001,21912,7630,14183,99
Turner County,Georgia,9310,2960,1135,1815,10
Twiggs County,Georgia,10266,4365,2220,2112,33
Union County,Georgia,19378,9225,2327,6847,51
Upson County,Georgia,27514,10086,3424,6634,28
Walker County,Georgia,64228,21453,5986,15340,127
Walton County,Georgia,70334,27624,5887,21594,143
Ware County,Georgia,34991,11281,3449,7790,42
Warren County,Georgia,6195,2489,1360,1121,8
Washington County,Georgia,21088,7847,3733,4081,33
Wayne County,Georgia,28227,9542,2683,6819,40
Webster County,Georgia,2549,1004,515,485,4
Wheeler County,Georgia,6500,2049,847,1192,10
White County,Georgia,24015,9483,2016,7403,64
Whitfield County,Georgia,91842,26356,6933,19297,126
Wilcox County,Georgia,8882,2613,902,1705,6
Wilkes County,Georgia,10613,4543,2028,2490,25
Wilkinson County,Georgia,9968,4514,2235,2261,18
Worth County,Georgia,21873,7348,2219,5105,24
Hawaii County,Hawaii,162852,57702,35116,22032,554
Honolulu County,Hawaii,907997,298547,152500,144157,1890
Kauai County,Hawaii,62095,24876,14916,9740,220
Maui County,Hawaii,140508,47430,28803,18187,440
Ada County,Idaho,334926,155002,58523,94641,1838
Adams County,Idaho,3693,2063,555,1468,40
Bannock County,Idaho,76834,34843,12903,21479,461
Bear Lake County,Idaho,6170,3040,494,2506,40
Benewah County,Idaho,8907,4047,1148,2823,76
Bingham County,Idaho,42702,16564,3605,12734,225
Blaine County,Idaho,20811,10146,5992,4034,120
Boise County,Idaho,7004,3527,970,2501,56
Bonner County,Idaho,38836,17681,6649,10697,335
Bonneville County,Idaho,89514,38871,8356,30048,467
Boundary County,Idaho,10163,4378,1268,3012,98
Butte County,Idaho,2812,1406,321,1077,8
Camas County,Idaho,1022,595,139,450,6
Canyon County,Idaho,157130,55692,13415,41599,678
Caribou County,Idaho,7106,3281,491,2753,37
Cassia County,Idaho,21323,7821,1153,6562,106
Clark County,Idaho,923,353,46,302,5
Clearwater County,Idaho,8610,4034,1117,2839,78
Custer County,Idaho,4129,2358,559,1762,37
Elmore County,Idaho,26355,8059,1959,6011,89
Franklin County,Idaho,11959,5054,456,4527,71
Fremont County,Idaho,12640,5769,741,4965,63
Gem County,Idaho,15925,7134,1628,5416,90
Gooding County,Idaho,14562,5325,1278,3973,74
Idaho County,Idaho,15555,7965,1689,6017,259
Jefferson County,Idaho,20842,8906,1084,7703,119
Jerome County,Idaho,19331,6580,1344,5177,59
Kootenai County,Idaho,121002,54596,17584,36173,839
Latah County,Idaho,35864,17547,8430,8686,431
Lemhi County,Idaho,7660,4053,915,3079,59
Lewis County,Idaho,3669,1820,440,1359,21
Lincoln County,Idaho,4441,1875,466,1388,21
Madison County,Idaho,31990,11637,826,10693,118
Minidoka County,Idaho,19167,7200,1331,5797,72
Nez Perce County,Idaho,37798,17700,6476,11009,215
Oneida County,Idaho,4086,2133,304,1789,40
Owyhee County,Idaho,10990,3590,685,2859,46
Payette County,Idaho,21139,8180,1848,6256,76
Power County,Idaho,7432,2958,829,2105,24
Shoshone County,Idaho,12781,5337,2331,2922,84
Teton County,Idaho,7460,3690,1416,2235,39
Twin Falls County,Idaho,68309,26435,6458,19672,305
