County,State,Population,Total Votes,Democrats,Republican,Other
Livingston Parish,Louisiana,123962,50892,6681,43269,942
Madison Parish,Louisiana,12340,5300,3100,2152,48
Morehouse Parish,Louisiana,28311,13200,5792,7258,150
Natchitoches Parish,Louisiana,39244,17067,7801,9054,212
Orleans Parish,Louisiana,301842,146287,116042,28041,2204
Ouachita Parish,Louisiana,151727,67244,24813,41741,690
Plaquemines Parish,Louisiana,22677,10449,3380,6894,175
Pointe Coupee Parish,Louisiana,22966,12435,5516,6702,217
Rapides Parish,Louisiana,130785,57521,20127,36611,783
Red River Parish,Louisiana,9185,4629,2080,2484,65
Richland Parish,Louisiana,20727,9181,3311,5751,119
Sabine Parish,Louisiana,24124,9652,2245,7226,181
St. Bernard Parish,Louisiana,28879,13540,3491,9642,407
St. Charles Parish,Louisiana,52516,25397,8522,16457,418
St. Helena Parish,Louisiana,11106,6184,3567,2522,95
St. James Parish,Louisiana,22095,12564,6994,5432,138
St. John the Baptist Parish,Louisiana,46811,21656,12424,8912,320
St. Landry Parish,Louisiana,84427,42493,20268,21650,575
St. Martin Parish,Louisiana,51914,24252,9419,14443,390
St. Mary Parish,Louisiana,54352,22903,9345,13183,375
St. Tammany Parish,Louisiana,229252,109503,24589,83047,1867
Tangipahoa Parish,Louisiana,118621,48602,16438,31434,730
Tensas Parish,Louisiana,5376,3040,1646,1367,27
Terrebonne Parish,Louisiana,111453,40692,11579,28208,905
Union Parish,Louisiana,22698,10868,3103,7619,146
Vermilion Parish,Louisiana,57421,24833,6266,18069,498
Vernon Parish,Louisiana,48007,15769,3534,11946,289
Washington Parish,Louisiana,47000,18624,6122,12215,287
Webster Parish,Louisiana,41240,18270,6610,11417,243
West Baton Rouge Parish,Louisiana,23252,11866,5043,6654,169
West Carroll Parish,Louisiana,11670,4987,878,4045,64
West Feliciana Parish,Louisiana,15767,5618,2414,3149,55
Winn Parish,Louisiana,15398,6772,2047,4632,93
Androscoggin County,Maine,108284,54850,31017,22671,1162
Aroostook County,Maine,72542,35994,19345,15898,751
Cumberland County,Maine,280681,164151,105218,56186,2747
Franklin County,Maine,30652,17178,10113,6627,438
Hancock County,Maine,54371,32165,18895,12686,584
Kennebec County,Maine,122147,65986,37238,27482,1266
Knox County,Maine,40225,22980,13728,8816,436
Lincoln County,Maine,34768,21584,11886,9287,411
Oxford County,Maine,58138,31650,17940,12863,847
Penobscot County,Maine,153372,80467,41614,37495,1358
Piscataquis County,Maine,17534,9434,4430,4785,219
Sagadahoc County,Maine,35860,21301,12152,8721,428
Somerset County,Maine,52316,25758,13335,11867,556
Waldo County,Maine,38680,21850,11967,9423,460
Washington County,Maine,33289,16654,8246,8077,331
York County,Maine,197650,109161,64799,42389,1973
Allegany County,Maryland,74638,29742,10693,18405,644
Anne Arundel County,Maryland,525304,259619,125015,129682,4922
Baltimore County,Maryland,798651,380938,214151,158714,8073
Calvert County,Maryland,87788,44057,20299,23095,663
Caroline County,Maryland,32983,13218,4971,8015,232
Carroll County,Maryland,167433,84760,28060,54503,2197
Cecil County,Maryland,100232,42494,17665,23855,974
Charles County,Maryland,143783,70127,43635,25732,760
Dorchester County,Maryland,32466,15274,6912,8168,194
Frederick County,Maryland,229286,111186,54013,55170,2003
Garrett County,Maryland,30222,12872,3736,8903,233
Harford County,Maryland,242779,123295,48552,71751,2992
Howard County,Maryland,278405,145233,87120,55393,2720
Kent County,Maryland,20150,10020,4953,4905,162
Montgomery County,Maryland,942748,439261,314444,118608,6209
Prince George's County,Maryland,850167,374026,332396,38833,2797
Queen Anne's County,Maryland,47063,24045,8575,15087,383
St. Mary's County,Maryland,101921,44409,19023,24705,681
Somerset County,Maryland,26474,9924,4779,5037,108
Talbot County,Maryland,37307,20328,9035,10995,298
Washington County,Maryland,146674,61600,26245,34169,1186
Wicomico County,Maryland,97111,41854,19436,21849,569
Worcester County,Maryland,51196,27346,11374,15607,365
Baltimore city,Maryland,620184,245968,214385,28681,2902
Barnstable County,Massachusetts,217066,132270,74264,55694,2312
Berkshire County,Massachusetts,131372,66130,49558,14876,1696
Bristol County,Massachusetts,546456,243120,146861,90597,5662
Dukes County,Massachusetts,16132,10553,7913,2442,198
Essex County,Massachusetts,734361,353665,208976,137189,7500
Franklin County,Massachusetts,71571,38549,27919,9545,1085
Hampden County,Massachusetts,462053,197841,121454,71350,5037
Hampshire County,Massachusetts,157615,79570,56869,20618,2083
Middlesex County,Massachusetts,1477049,726031,464484,245769,15778
Nantucket County,Massachusetts,10170,6052,4073,1863,116
Norfolk County,Massachusetts,661703,344916,200675,136741,7500
Plymouth County,Massachusetts,490371,249828,131823,112901,5104
Suffolk County,Massachusetts,702201,269221,207127,57194,4900
Worcester County,Massachusetts,790847,363590,202107,152106,9377
Alcona County,Michigan,11286,6420,2896,3404,120
Alger County,Michigan,9647,4750,2472,2188,90
Allegan County,Michigan,111589,55279,24165,30061,1053
Alpena County,Michigan,30119,15085,7705,7125,255
Antrim County,Michigan,24047,13852,6079,7506,267
Arenac County,Michigan,16547,8128,4155,3807,166
Baraga County,Michigan,8822,3644,1725,1846,73
Barry County,Michigan,59788,30565,13449,16431,685
Bay County,Michigan,108320,57428,32589,23795,1044
Benzie County,Michigan,17733,10309,5451,4687,171
Berrien County,Michigan,157380,77666,40381,36130,1155
Branch County,Michigan,46305,18285,8413,9534,338
Calhoun County,Michigan,137313,64196,34561,28553,1082
Cass County,Michigan,52684,23576,12083,11114,379
Charlevoix County,Michigan,26280,14367,6817,7306,244
Cheboygan County,Michigan,26738,13901,6720,6920,261
Chippewa County,Michigan,39247,16708,8184,8267,257
Clare County,Michigan,31064,14567,7496,6793,278
Clinton County,Michigan,74302,40381,20005,19726,650
Crawford County,Michigan,14379,7178,3441,3561,176
Delta County,Michigan,37409,19064,9974,8763,327
Dickinson County,Michigan,26622,13311,5995,7049,267
Eaton County,Michigan,108021,57616,30742,25900,974
Emmet County,Michigan,32852,18149,8515,9314,320
Genesee County,Michigan,433082,219896,143927,72451,3518
Gladwin County,Michigan,25956,13241,6590,6391,260
Gogebic County,Michigan,16499,8264,4757,3330,177
Grand Traverse County,Michigan,86209,48733,23258,24716,759
Gratiot County,Michigan,42774,17738,9105,8322,311
Hillsdale County,Michigan,46951,20449,8765,11221,463
Houghton County,Michigan,36292,15972,7476,8101,395
Huron County,Michigan,33504,17135,8367,8434,334
Ingham County,Michigan,281315,142729,93994,46483,2252
Ionia County,Michigan,65167,27319,12565,14156,598
Iosco County,Michigan,26542,14187,7309,6583,295
Iron County,Michigan,12081,6162,3080,2947,135
Isabella County,Michigan,69328,28350,16679,11220,451
Jackson County,Michigan,160825,74503,37480,35692,1331
Kalamazoo County,Michigan,246862,130781,77051,51554,2176
Kalkaska County,Michigan,17546,8499,3780,4527,192
Kent County,Michigan,599234,303235,149909,148336,4990
Keweenaw County,Michigan,2119,1410,610,756,44
Lake County,Michigan,11629,5292,2919,2269,104
Lapeer County,Michigan,89914,45362,21457,22831,1074
Leelanau County,Michigan,21731,14464,7355,6938,171
Lenawee County,Michigan,101169,47734,24640,22225,869
Livingston County,Michigan,181171,99638,42349,55592,1697
Luce County,Michigan,6680,2740,1191,1490,59
Mackinac County,Michigan,11248,6396,3027,3268,101
Macomb County,Michigan,837857,419216,223784,187663,7769
Manistee County,Michigan,24960,13009,7235,5510,264
Marquette County,Michigan,66539,33185,19635,12906,644
Mason County,Michigan,28668,15223,7817,7147,259
Mecosta County,Michigan,42683,18664,9101,9238,325
Menominee County,Michigan,24317,11072,5981,4855,236
Midland County,Michigan,83605,43707,20701,22263,743
Missaukee County,Michigan,15028,7492,2898,4469,125
Monroe County,Michigan,152806,76422,39180,35858,1384
Montcalm County,Michigan,63635,27051,13208,13291,552
Montmorency County,Michigan,9922,5360,2403,2841,116
Muskegon County,Michigan,173846,84271,53821,29145,1305
Newaygo County,Michigan,49153,23105,10790,11862,453
Oakland County,Michigan,1199545,659068,372566,276956,9546
Oceana County,Michigan,27120,12509,6405,5860,244
Ogemaw County,Michigan,21885,10768,5391,5133,244
Ontonagon County,Michigan,6922,3885,1966,1823,96
Osceola County,Michigan,23662,11026,4855,5973,198
Oscoda County,Michigan,8963,4328,1887,2320,121
Otsego County,Michigan,24378,12616,5634,6752,230
Ottawa County,Michigan,261906,136268,50828,83330,2110
Presque Isle County,Michigan,13701,7505,3722,3606,177
Roscommon County,Michigan,24856,14051,7082,6727,242
Saginaw County,Michigan,201966,104090,60276,42225,1589
St. Clair County,Michigan,165959,80900,40677,38536,1687
St. Joseph County,Michigan,62083,25702,12322,12886,494
Sanilac County,Michigan,44177,20169,9047,10679,443
Schoolcraft County,Michigan,8471,4326,2184,2058,84
Shiawassee County,Michigan,71523,36415,19397,16268,750
Tuscola County,Michigan,56512,27798,13503,13740,555
Van Buren County,Michigan,76501,34766,18588,15534,644
Washtenaw County,Michigan,341595,187115,130578,53946,2591
Wayne County,Michigan,1865058,890326,660085,219582,10659
Wexford County,Michigan,32765,15704,7379,8044,281
Aitkin County,Minnesota,16422,9410,4595,4589,226
Anoka County,Minnesota,327427,182224,86976,91357,3891
Becker County,Minnesota,32244,16965,7687,8851,427
Beltrami County,Minnesota,43815,22236,12019,9762,455
Benton County,Minnesota,38200,19339,8454,10338,547
Big Stone County,Minnesota,5328,2990,1552,1362,76
Blue Earth County,Minnesota,62860,35070,19325,14782,963
Brown County,Minnesota,25992,13620,5809,7456,355
Carlton County,Minnesota,34986,18449,11501,6549,399
Carver County,Minnesota,88812,49683,20654,28156,873
Cass County,Minnesota,28733,16307,7276,8660,371
Chippewa County,Minnesota,12376,6356,3280,2907,169
Chisago County,Minnesota,53012,29305,12783,15789,733
Clay County,Minnesota,57056,29259,16666,11978,615
Clearwater County,Minnesota,8603,4261,1877,2291,93
Cook County,Minnesota,5255,3348,2019,1240,89
Cottonwood County,Minnesota,11701,6036,2759,3157,120
Crow Wing County,Minnesota,62178,35165,15859,18567,739
Dakota County,Minnesota,393900,225472,116778,104364,4330
Dodge County,Minnesota,19876,10213,4463,5468,282
Douglas County,Minnesota,36108,20918,9256,11241,421
Faribault County,Minnesota,14790,8152,3736,4196,220
Fillmore County,Minnesota,20991,11234,5921,4993,320
Freeborn County,Minnesota,31270,17280,9915,6955,410
Goodhue County,Minnesota,45919,25795,12420,12775,600
Grant County,Minnesota,6113,3605,1850,1646,109
Hennepin County,Minnesota,1135173,663780,420958,231054,11768
Houston County,Minnesota,19159,10883,5906,4743,234
Hubbard County,Minnesota,20346,11638,4872,6558,208
Isanti County,Minnesota,37851,20053,8248,11324,481
Itasca County,Minnesota,44852,24395,13460,10309,626
Jackson County,Minnesota,10364,5623,2618,2858,147
Kanabec County,Minnesota,16535,8499,3743,4479,277
Kandiyohi County,Minnesota,41840,21895,10125,11319,451
Kittson County,Minnesota,4614,2568,1492,1016,60
Koochiching County,Minnesota,13432,6802,3649,2962,191
Lac qui Parle County,Minnesota,7342,4192,2160,1912,120
Lake County,Minnesota,10872,6969,4174,2636,159
Lake of the Woods County,Minnesota,4128,2313,971,1278,64
Le Sueur County,Minnesota,27816,15009,6994,7636,379
Lincoln County,Minnesota,5937,3126,1517,1491,118
Lyon County,Minnesota,25646,12708,6110,6315,283
McLeod County,Minnesota,36917,19029,7505,10993,531
Mahnomen County,Minnesota,5386,2343,1436,843,64
Marshall County,Minnesota,9551,4739,2311,2285,143
Martin County,Minnesota,20914,10754,4413,6053,288
Meeker County,Minnesota,23454,12545,5380,6737,428
Mille Lacs County,Minnesota,26171,13544,6072,7049,423
Morrison County,Minnesota,33267,16743,6547,9735,461
Mower County,Minnesota,38695,19187,11605,7075,507
Murray County,Minnesota,8755,4813,2345,2320,148
Nicollet County,Minnesota,32261,18245,9887,7968,390
Nobles County,Minnesota,21126,8813,4244,4368,201
Norman County,Minnesota,6842,3434,2129,1204,101
Olmsted County,Minnesota,141527,76470,38711,36202,1557
Otter Tail County,Minnesota,57691,32687,13856,18077,754
Pennington County,Minnesota,13842,6822,3394,3248,180
Pine County,Minnesota,29614,14383,7084,6862,437
Pipestone County,Minnesota,9631,4801,2023,2652,126
Polk County,Minnesota,31175,15334,7850,7148,336
Pope County,Minnesota,11084,6536,3317,3069,150
Ramsey County,Minnesota,502890,277386,182974,88942,5470
Red Lake County,Minnesota,4097,2191,1120,983,88
Redwood County,Minnesota,16103,7806,3250,4308,248
Renville County,Minnesota,15911,8135,3904,3956,275
Rice County,Minnesota,63061,31799,17381,13723,695
Rock County,Minnesota,9597,4975,2079,2775,121
Roseau County,Minnesota,15935,7700,3097,4438,165
St. Louis County,Minnesota,199745,118814,77351,38742,2721
Scott County,Minnesota,126613,67132,29208,36724,1200
Sherburne County,Minnesota,87495,44990,17957,26140,893
Sibley County,Minnesota,15283,7729,2998,4492,239
Stearns County,Minnesota,148307,78756,35690,41194,1872
Steele County,Minnesota,36558,19656,9016,10068,572
Stevens County,Minnesota,9711,5634,2781,2710,143
Swift County,Minnesota,9966,5244,2907,2184,153
Todd County,Minnesota,24859,12257,5277,6637,343
Traverse County,Minnesota,3637,2035,1043,933,59
Wabasha County,Minnesota,21787,11893,5646,5935,312
Wadena County,Minnesota,13844,7169,2882,4128,159
Waseca County,Minnesota,19311,9888,4401,5211,276
Washington County,Minnesota,233306,137059,70277,64334,2448
Watonwan County,Minnesota,11120,5258,2562,2526,170
Wilkin County,Minnesota,6622,3414,1550,1786,78
Winona County,Minnesota,51457,27935,16308,10975,652
Wright County,Minnesota,121553,65578,26343,37779,1456
Yellow Medicine County,Minnesota,10473,5569,2816,2579,174
Adams County,Mississippi,32629,15696,9021,6566,109
Alcorn County,Mississippi,36793,15019,4130,10805,84
Amite County,Mississippi,13324,7626,3348,4245,33
Attala County,Mississippi,19622,9162,3849,5273,40
Benton County,Mississippi,8769,4606,2227,2329,50
Bolivar County,Mississippi,35032,15332,10334,4891,107
Calhoun County,Mississippi,14912,7011,2522,4467,22
Carroll County,Mississippi,10694,5955,2037,3902,16
Chickasaw County,Mississippi,17639,9020,4588,4395,37
Choctaw County,Mississippi,8703,4105,1459,2624,22
Claiborne County,Mississippi,9940,5449,4682,748,19
Clarke County,Mississippi,16772,8372,3121,5229,22
Clay County,Mississippi,20878,11056,6558,4466,32
Coahoma County,Mississippi,26549,10551,7597,2917,37
Copiah County,Mississippi,29584,14464,7710,6701,53
Covington County,Mississippi,19594,9423,3852,5523,48
DeSoto County,Mississippi,156214,64109,19627,44222,260
Forrest County,Mississippi,74196,27083,11622,15296,165
Franklin County,Mississippi,8136,4667,1733,2909,25
George County,Mississippi,22193,9284,1532,7700,52
Greene County,Mississippi,14293,5766,1366,4361,39
Grenada County,Mississippi,22194,11304,5029,6234,41
Hancock County,Mississippi,42764,17007,3768,13020,219
Harrison County,Mississippi,182735,61684,22673,38757,254
Hinds County,Mississippi,244695,108662,75401,32949,312
Holmes County,Mississippi,19755,9523,7765,1714,44
Humphreys County,Mississippi,9691,5114,3634,1462,18
Issaquena County,Mississippi,1521,946,579,364,3
Itawamba County,Mississippi,23412,9834,2084,7663,87
Jackson County,Mississippi,137791,54063,17781,35993,289
Jasper County,Mississippi,17550,9187,5025,4135,27
Jefferson County,Mississippi,7927,4470,3883,551,36
Jefferson Davis County,Mississippi,12636,7350,4454,2871,25
Jones County,Mississippi,67318,29161,8846,20157,158
Kemper County,Mississippi,10392,5209,3256,1935,18
Lafayette County,Mississippi,45781,18396,7997,10278,121
Lamar County,Mississippi,52772,23806,5159,18497,150
Lauderdale County,Mississippi,79665,33039,13332,19582,125
Lawrence County,Mississippi,13038,6979,2587,4369,23
Leake County,Mississippi,23641,9330,4151,5148,31
Lee County,Mississippi,81501,34841,12021,22694,126
Leflore County,Mississippi,33329,13081,8914,4105,62
Lincoln County,Mississippi,34724,16353,5505,10781,67
Lowndes County,Mississippi,59160,27387,13209,13994,184
Madison County,Mississippi,92274,47177,19831,27203,143
Marion County,Mississippi,26825,12979,4422,8513,44
Marshall County,Mississippi,37351,16445,9685,6683,77
Monroe County,Mississippi,37453,17422,7169,10184,69
Montgomery County,Mississippi,11067,5699,2609,3071,19
Neshoba County,Mississippi,29562,11352,3114,8209,29
Newton County,Mississippi,21851,9735,3218,6479,38
Noxubee County,Mississippi,11823,6580,5030,1525,25
Oktibbeha County,Mississippi,46470,18792,9326,9320,146
Panola County,Mississippi,34923,16415,8690,7620,105
Pearl River County,Mississippi,56538,22326,4320,17881,125
Perry County,Mississippi,12337,5640,1533,4067,40
Pike County,Mississippi,40290,17992,9276,8651,65
Pontotoc County,Mississippi,29475,12791,2982,9727,82
Prentiss County,Mississippi,25481,10795,3020,7703,72
Quitman County,Mississippi,8501,4155,2803,1334,18
Rankin County,Mississippi,139136,62861,14372,48140,349
Scott County,Mississippi,28098,11641,5025,6584,32
Sharkey County,Mississippi,5191,2790,1907,873,10
Simpson County,Mississippi,27682,12545,4817,7641,87
Smith County,Mississippi,16345,8277,1968,6265,44
Stone County,Mississippi,17084,7192,1996,5149,47
Sunflower County,Mississippi,30614,11156,7838,3245,73
Tallahatchie County,Mississippi,15225,6923,4105,2786,32
Tate County,Mississippi,28222,12731,5003,7678,50
Tippah County,Mississippi,21982,9629,2623,6937,69
Tishomingo County,Mississippi,19524,8292,1962,6249,81
Tunica County,Mississippi,10910,4323,3279,1017,27
Union County,Mississippi,26931,12109,2985,9072,52
Walthall County,Mississippi,15622,7749,3456,4253,40
Warren County,Mississippi,48457,21709,10489,11152,68
Washington County,Mississippi,52236,19555,13148,6347,60
Wayne County,Mississippi,20963,9996,3890,6070,36
Webster County,Mississippi,10204,5439,1349,4072,18
Wilkinson County,Mississippi,10061,5122,3534,1560,28
Winston County,Mississippi,19342,10190,4653,5497,40
Yalobusha County,Mississippi,12857,6801,3151,3628,22
Yazoo County,Mississippi,28441,11452,6116,5290,46
Adair County,Missouri,25399,11871,5735,5891,245
Andrew County,Missouri,16924,8790,3345,5279,166
Atchison County,Missouri,5798,2976,1000,1936,40
Audrain County,Missouri,25774,10781,4434,6167,180
Barry County,Missouri,35935,14644,4630,9758,256
Barton County,Missouri,12589,5948,1455,4414,79
Bates County,Missouri,17194,8283,3271,4833,179
Benton County,Missouri,19046,9567,3629,5759,179
Bollinger County,Missouri,12429,5784,1690,3972,122
Boone County,Missouri,158089,85251,47062,36849,1340
Buchanan County,Missouri,88317,39040,19164,19110,766
Butler County,Missouri,42351,17338,5316,11805,217
Caldwell County,Missouri,9359,4564,1814,2654,96
Callaway County,Missouri,43855,19321,7580,11389,352
Camden County,Missouri,43462,22133,7773,14074,286
Cape Girardeau County,Missouri,74141,37355,12208,24768,379
Carroll County,Missouri,9451,4538,1535,2955,48
Carter County,Missouri,6122,2898,984,1840,74
Cass County,Missouri,98095,50179,19844,29695,640
Cedar County,Missouri,14120,6354,2060,4194,100
Chariton County,Missouri,7829,4214,1799,2339,76
Christian County,Missouri,74705,37697,11883,25382,432
Clark County,Missouri,7168,3456,1572,1782,102
Clay County,Missouri,215142,109606,53761,54516,1329
Clinton County,Missouri,20781,10454,4545,5709,200
Cole County,Missouri,74760,38745,13959,24385,401
Cooper County,Missouri,17502,8026,2996,4902,128
Crawford County,Missouri,24698,10085,3911,6007,167
Dade County,Missouri,7951,4112,1184,2864,64
Dallas County,Missouri,16955,7683,2656,4895,132
Daviess County,Missouri,8330,3786,1400,2263,123
DeKalb County,Missouri,12833,4683,1692,2889,102
Dent County,Missouri,15495,6868,2056,4655,157
Douglas County,Missouri,13800,6712,2140,4405,167
Dunklin County,Missouri,32158,11764,4540,7044,180
Franklin County,Missouri,101149,49293,21256,27355,682
Gasconade County,Missouri,15309,7771,2899,4763,109
Gentry County,Missouri,6806,3292,1235,1964,93
Greene County,Missouri,270901,135695,56181,77683,1831
Grundy County,Missouri,10196,4740,1580,3006,154
Harrison County,Missouri,8956,3915,1287,2512,116
Henry County,Missouri,22291,11159,4869,6095,195
Hickory County,Missouri,9592,5115,2171,2850,94
Holt County,Missouri,4926,2633,802,1794,37
Howard County,Missouri,10138,4855,2036,2708,111
Howell County,Missouri,39910,17029,5736,10982,311
Iron County,Missouri,10667,4414,2213,2090,111
Jackson County,Missouri,665427,186047,90722,92833,2492
Jasper County,Missouri,115144,48025,15730,31667,628
Jefferson County,Missouri,216409,105704,53467,50804,1433
Johnson County,Missouri,51889,22080,9480,12183,417
Knox County,Missouri,4117,2024,759,1212,53
Laclede County,Missouri,35518,16323,5218,10875,230
Lafayette County,Missouri,33434,16600,6902,9442,256
Lawrence County,Missouri,38508,16637,5097,11263,277
Lewis County,Missouri,10196,4502,1837,2594,71
Lincoln County,Missouri,51847,23550,10234,12924,392
Linn County,Missouri,12788,5931,2638,3140,153
Livingston County,Missouri,14929,6552,2435,3993,124
McDonald County,Missouri,22943,8135,2454,5499,182
Macon County,Missouri,15512,7474,2784,4586,104
Madison County,Missouri,12396,5028,2042,2897,89
Maries County,Missouri,9191,4548,1599,2853,96
Marion County,Missouri,28550,12553,4703,7705,145
Mercer County,Missouri,3748,1748,519,1169,60
Miller County,Missouri,24867,11535,3553,7797,185
Mississippi County,Missouri,14087,5356,2247,3034,75
Moniteau County,Missouri,15424,6665,2084,4467,114
Monroe County,Missouri,9157,4314,1703,2533,78
Montgomery County,Missouri,12273,5856,2347,3428,81
Morgan County,Missouri,20745,9149,3565,5451,133
New Madrid County,Missouri,18805,8092,3370,4593,129
Newton County,Missouri,57600,25406,7450,17637,319
Nodaway County,Missouri,23026,10219,4493,5568,158
Oregon County,Missouri,10697,4591,1811,2652,128
Osage County,Missouri,13753,7079,1907,5062,110
Ozark County,Missouri,9718,4686,1661,2918,107
Pemiscot County,Missouri,18552,7047,3029,3954,64
Perry County,Missouri,18976,8647,3005,5527,115
Pettis County,Missouri,41565,18208,6932,11018,258
Phelps County,Missouri,44200,19438,7394,11706,338
Pike County,Missouri,18602,7881,3487,4268,126
Platte County,Missouri,87003,46480,21459,24460,561
Polk County,Missouri,30790,13697,4553,8956,188
Pulaski County,Missouri,48300,15000,5249,9552,199
Putnam County,Missouri,5028,2339,695,1591,53
Ralls County,Missouri,10117,5084,2041,2987,56
Randolph County,Missouri,25597,10624,3984,6457,183
Ray County,Missouri,23764,11053,5241,5593,219
Reynolds County,Missouri,6688,3287,1418,1782,87
Ripley County,Missouri,14039,5363,1795,3407,161
St. Charles County,Missouri,351179,188529,84183,102550,1796
St. Clair County,Missouri,9757,4988,1886,2981,121
Ste. Genevieve County,Missouri,18186,8825,4979,3732,114
St. Francois County,Missouri,64280,24550,11540,12660,350
St. Louis County,Missouri,998331,559854,333123,221705,5026
Saline County,Missouri,22967,9848,4712,4962,174
Schuyler County,Missouri,4383,1983,775,1139,69
Scotland County,Missouri,4818,2098,793,1249,56
Scott County,Missouri,39293,18026,6258,11563,205
Shannon County,Missouri,8420,3838,1637,2075,126
Shelby County,Missouri,6421,3316,1114,2166,36
Stoddard County,Missouri,30062,13262,3899,9172,191
Stone County,Missouri,32119,16387,5029,11147,211
Sullivan County,Missouri,6736,2869,1173,1607,89
Taney County,Missouri,49711,21664,6683,14736,245
Texas County,Missouri,25597,10851,3410,7215,226
Vernon County,Missouri,20891,8878,3381,5334,163
Warren County,Missouri,31975,15576,6705,8675,196
Washington County,Missouri,25113,9614,4711,4706,197
Wayne County,Missouri,13397,6154,2243,3784,127
Webster County,Missouri,35938,16356,5685,10431,240
Worth County,Missouri,2166,1174,427,707,40
Wright County,Missouri,18904,8514,2557,5784,173
St. Louis city,Missouri,317955,158858,132925,24662,1271
Kansas City,Missouri,665427,153219,120102,31854,1263
Beaverhead County,Montana,9166,4763,1617,3008,138
Big Horn County,Montana,12564,5219,3516,1628,75
Blaine County,Montana,6401,3014,1702,1139,173
Broadwater County,Montana,5261,2775,854,1853,68
Carbon County,Montana,9965,5750,2443,3108,199
Carter County,Montana,1172,866,111,573,182
Cascade County,Montana,80529,35396,17664,16857,875
Chouteau County,Montana,5774,2866,1122,1634,110
Custer County,Montana,11515,5482,2267,3047,168
Daniels County,Montana,1704,1073,343,694,36
Dawson County,Montana,8925,4450,1593,2639,218
Deer Lodge County,Montana,9351,5074,3402,1502,170
Fallon County,Montana,2807,1539,318,1064,157
Fergus County,Montana,11448,6232,1933,4108,191
Flathead County,Montana,90260,43744,16138,25559,2047
Gallatin County,Montana,88932,48169,24205,22578,1386
Garfield County,Montana,1205,727,110,598,19
Glacier County,Montana,13109,4971,3423,1451,97
Golden Valley County,Montana,890,492,124,343,25
Granite County,Montana,3031,1718,601,1013,104
Hill County,Montana,15889,6661,3596,2787,278
Jefferson County,Montana,11203,6341,2582,3538,221
Judith Basin County,Montana,2071,1236,397,801,38
Lake County,Montana,28515,13919,6766,6498,655
Lewis and Clark County,Montana,61747,33433,17114,14966,1353
Liberty County,Montana,2225,1001,367,594,40
Lincoln County,Montana,19541,9227,3025,5704,498
McCone County,Montana,1720,1106,321,726,59
Madison County,Montana,7674,4568,1607,2822,139
Meagher County,Montana,1893,966,298,624,44
Mineral County,Montana,4177,2021,845,1053,123
Missoula County,Montana,107747,59104,36531,20743,1830
Musselshell County,Montana,4423,2306,636,1581,89
Park County,Montana,15896,9815,4173,4376,1266
Petroleum County,Montana,481,300,68,227,5
Phillips County,Montana,4182,2224,638,1423,163
Pondera County,Montana,6117,2885,1223,1588,74
Powder River County,Montana,1756,1404,208,802,394
Powell County,Montana,7036,2940,1021,1683,236
Prairie County,Montana,1123,830,211,503,116
Ravalli County,Montana,40223,22101,8400,13002,699
Richland County,Montana,9430,4516,1203,3184,129
Roosevelt County,Montana,10129,4947,2564,1473,910
Rosebud County,Montana,9095,3810,1919,1768,123
Sanders County,Montana,11433,5868,1970,3563,335
Sheridan County,Montana,3385,2006,953,987,66
Silver Bow County,Montana,33812,16969,11676,4818,475
Stillwater County,Montana,8945,4667,1512,2991,164
Sweet Grass County,Montana,3755,2299,541,1494,264
Teton County,Montana,6143,3272,1294,1874,104
Toole County,Montana,5079,2121,737,1317,67
Treasure County,Montana,754,486,156,314,16
Valley County,Montana,7415,4426,1645,2121,660
Wheatland County,Montana,2151,983,289,657,37
Wibaux County,Montana,986,563,146,379,38
Yellowstone County,Montana,144255,70431,32038,36483,1910
Adams County,Nebraska,31160,13210,4685,8252,273
Antelope County,Nebraska,6704,3185,757,2383,45
Arthur County,Nebraska,453,263,39,217,7
Banner County,Nebraska,677,416,62,348,6
Blaine County,Nebraska,456,316,43,266,7
Boone County,Nebraska,5548,2836,742,2042,52
Box Butte County,Nebraska,11482,4979,1886,2932,161
Boyd County,Nebraska,2102,1110,250,839,21
Brown County,Nebraska,3149,1567,311,1208,48
Buffalo County,Nebraska,45343,19293,5867,13097,329
Burt County,Nebraska,6967,3387,1413,1907,67
Butler County,Nebraska,8355,3839,1190,2557,92
Cass County,Nebraska,25322,12122,4753,7120,249
Cedar County,Nebraska,8839,4174,1190,2912,72
Chase County,Nebraska,3865,1844,341,1477,26
Cherry County,Nebraska,5752,3059,599,2360,100
Cheyenne County,Nebraska,10150,4839,1173,3572,94
Clay County,Nebraska,6543,3033,780,2177,76
Colfax County,Nebraska,10083,3203,1125,2018,60
Cuming County,Nebraska,9215,4087,1274,2732,81
Custer County,Nebraska,11001,5578,1192,4301,85
Dakota County,Nebraska,20559,6396,2994,3292,110
Dawes County,Nebraska,9134,3775,1285,2376,114
Dawson County,Nebraska,24160,7986,2399,5460,127
Deuel County,Nebraska,1986,993,243,732,18
Dixon County,Nebraska,6004,2794,946,1785,63
Dodge County,Nebraska,36548,15550,6689,8557,304
Douglas County,Nebraska,504547,226701,116810,106291,3600
Dundy County,Nebraska,1973,1019,218,783,18
Fillmore County,Nebraska,5940,2947,962,1913,72
Franklin County,Nebraska,3167,1552,442,1079,31
Frontier County,Nebraska,2786,1404,349,1034,21
Furnas County,Nebraska,4873,2328,556,1725,47
