County,State,Population,Total Votes,Democrats,Republican,Other
Teton County,Idaho,10125,4523,1926,2458,139
Twin Falls County,Idaho,78550,28142,7541,19773,828
Valley County,Idaho,9536,4919,2095,2664,160
Washington County,Idaho,10030,4330,1104,3128,98
Adams County,Illinois,67139,30607,9648,20416,543
Alexander County,Illinois,7717,3501,1965,1487,49
Bond County,Illinois,17537,7336,3020,4095,221
Boone County,Illinois,53735,21365,9883,11096,386
Brown County,Illinois,6890,2364,787,1513,64
Bureau County,Illinois,34342,16631,8134,8164,333
Calhoun County,Illinois,4985,2576,1080,1440,56
Carroll County,Illinois,15121,7386,3665,3555,166
Cass County,Illinois,13427,4862,2053,2707,102
Champaign County,Illinois,204630,78359,40831,35312,2216
Christian County,Illinois,34518,14701,5494,8885,322
Clark County,Illinois,16259,7860,2591,5144,125
Clay County,Illinois,13714,5908,1584,4190,134
Clinton County,Illinois,37918,16450,5596,10524,330
Coles County,Illinois,53318,21358,9262,11631,465
Cook County,Illinois,5239351,2011597,1488537,495542,27518
Crawford County,Illinois,19588,8609,2858,5585,166
Cumberland County,Illinois,10950,5295,1641,3509,145
DeKalb County,Illinois,104365,41092,21207,18934,951
De Witt County,Illinois,16491,7345,2601,4579,165
Douglas County,Illinois,19888,7897,2430,5334,133
DuPage County,Illinois,928666,401079,199460,195046,6573
Edgar County,Illinois,18158,7819,2565,5132,122
Edwards County,Illinois,6721,3228,754,2405,69
Effingham County,Illinois,34273,16613,3861,12501,251
Fayette County,Illinois,22163,8971,2853,5951,167
Ford County,Illinois,13879,6006,1656,4229,121
Franklin County,Illinois,39865,17914,7254,10267,393
Fulton County,Illinois,36587,15356,8328,6632,396
Gallatin County,Illinois,5390,2573,1029,1492,52
Greene County,Illinois,13656,5622,2023,3451,148
Grundy County,Illinois,50160,21244,9451,11343,450
Hamilton County,Illinois,8388,3941,1269,2566,106
Hancock County,Illinois,18829,9111,3650,5271,190
Hardin County,Illinois,4281,2330,742,1535,53
Henderson County,Illinois,7043,3568,1978,1541,49
Henry County,Illinois,50249,24322,12332,11583,407
Iroquois County,Illinois,29267,12784,3413,9120,251
Jackson County,Illinois,59066,24012,13319,9864,829
Jasper County,Illinois,9672,5043,1436,3514,93
Jefferson County,Illinois,38658,16320,6089,9811,420
Jersey County,Illinois,22710,9959,3667,6039,253
Jo Daviess County,Illinois,22543,11429,5667,5534,228
Johnson County,Illinois,12856,5672,1572,3963,137
Kane County,Illinois,520669,181642,90332,88335,2975
Kankakee County,Illinois,112974,45509,21595,23136,778
Kendall County,Illinois,118246,47295,22471,24047,777
Knox County,Illinois,52302,23278,13451,9408,419
Lake County,Illinois,702083,287493,153757,129764,3972
LaSalle County,Illinois,112918,47259,23073,23256,930
Lawrence County,Illinois,16728,5989,2011,3857,121
Lee County,Illinois,35216,15301,6937,8059,305
Livingston County,Illinois,38511,15039,5020,9753,266
Logan County,Illinois,30358,12053,3978,7844,231
McDonough County,Illinois,32558,12454,5967,6147,340
McHenry County,Illinois,308230,133844,59797,71598,2449
McLean County,Illinois,172721,73382,31883,39947,1552
Macon County,Illinois,110134,48899,22780,25309,810
Macoupin County,Illinois,47054,21010,9464,10946,600
Madison County,Illinois,268072,122473,58922,60608,2943
Marion County,Illinois,39008,15764,6225,9248,291
Marshall County,Illinois,12259,5850,2455,3290,105
Mason County,Illinois,14322,6272,2867,3265,140
Massac County,Illinois,15066,6495,2092,4278,125
Menard County,Illinois,12691,6151,2100,3948,103
Mercer County,Illinois,16163,8534,4507,3876,151
Monroe County,Illinois,33260,17432,6215,10888,329
Montgomery County,Illinois,29616,12133,5058,6776,299
Morgan County,Illinois,35317,14096,5806,7972,318
Moultrie County,Illinois,14874,6057,2144,3784,129
Ogle County,Illinois,52776,23367,9514,13422,431
Peoria County,Illinois,187317,78411,40209,36774,1428
Perry County,Illinois,21846,9549,3819,5507,223
Piatt County,Illinois,16501,8707,3090,5413,204
Pike County,Illinois,16234,7286,2278,4860,148
Pope County,Illinois,4459,2222,650,1512,60
Pulaski County,Illinois,5962,3003,1389,1564,50
Putnam County,Illinois,5910,3135,1559,1502,74
Randolph County,Illinois,33075,14392,5759,8290,343
Richland County,Illinois,16134,7282,2362,4756,164
Rock Island County,Illinois,147672,65016,39157,24934,925
St. Clair County,Illinois,268673,119466,67285,50125,2056
Saline County,Illinois,24914,10720,3701,6806,213
Sangamon County,Illinois,199404,94297,42107,50225,1965
Schuyler County,Illinois,7456,3890,1727,2069,94
Scott County,Illinois,5287,2555,910,1587,58
Shelby County,Illinois,22203,10395,3342,6843,210
Stark County,Illinois,5739,2662,1095,1528,39
Stephenson County,Illinois,46886,21055,10165,10512,378
Tazewell County,Illinois,136127,61048,24438,35335,1275
Union County,Illinois,17608,8282,3137,4957,188
Vermilion County,Illinois,80862,30314,12878,16892,544
Wabash County,Illinois,11686,5134,1590,3478,66
Warren County,Illinois,17749,7793,4044,3618,131
Washington County,Illinois,14599,7405,2450,4792,163
Wayne County,Illinois,16656,7680,1514,5988,178
White County,Illinois,14522,7064,2188,4731,145
Whiteside County,Illinois,57766,25654,14833,10334,487
Will County,Illinois,682477,277387,144229,128969,4189
Williamson County,Illinois,66776,29143,10647,17909,587
Winnebago County,Illinois,292084,118984,61732,55138,2114
Woodford County,Illinois,38837,18874,5572,12961,341
Adams County,Indiana,34400,13011,3806,8937,268
Allen County,Indiana,360890,146939,60036,84613,2290
Bartholomew County,Indiana,79001,29326,10625,18083,618
Benton County,Indiana,8821,3578,1159,2329,90
Blackford County,Indiana,12528,4743,1927,2711,105
Boone County,Indiana,59033,27737,8328,18808,601
Brown County,Indiana,15049,7604,3060,4332,212
Carroll County,Indiana,20112,7810,2635,4999,176
Cass County,Indiana,38771,14161,5371,8443,347
Clark County,Indiana,111853,47146,20807,25450,889
Clay County,Indiana,26788,10784,3460,7096,228
Clinton County,Indiana,32890,9883,3308,6338,237
Crawford County,Indiana,10669,4590,2041,2421,128
Daviess County,Indiana,32116,10250,2437,7638,175
Dearborn County,Indiana,49727,22356,6528,15394,434
Decatur County,Indiana,26043,10308,2941,7119,248
DeKalb County,Indiana,42328,16328,5419,10587,322
Delaware County,Indiana,117027,44968,22654,21251,1063
Dubois County,Indiana,42083,18542,6522,11654,366
Elkhart County,Indiana,198968,67852,24399,42378,1075
Fayette County,Indiana,23947,8837,3555,5045,237
Floyd County,Indiana,75260,35305,14812,19878,615
Fountain County,Indiana,17117,7111,2237,4664,210
Franklin County,Indiana,23032,10560,2909,7424,227
Fulton County,Indiana,20638,8126,2621,5317,188
Gibson County,Indiana,33527,14721,4928,9487,306
Grant County,Indiana,69078,25285,9589,15151,545
Greene County,Indiana,32944,13111,4350,8457,304
Hamilton County,Indiana,289747,136863,43796,90747,2320
Hancock County,Indiana,70582,32843,9319,22796,728
Harrison County,Indiana,39011,17671,6607,10640,424
Hendricks County,Indiana,150735,66644,21112,44312,1220
Henry County,Indiana,49112,19007,7613,10838,556
Howard County,Indiana,82839,36290,15135,20327,828
Huntington County,Indiana,36979,15765,4596,10862,307
Jackson County,Indiana,42986,16712,5838,10419,455
Jasper County,Indiana,33492,12896,4672,7955,269
Jay County,Indiana,21348,7901,3063,4645,193
Jefferson County,Indiana,32436,13126,5728,7096,302
Jennings County,Indiana,28145,10250,3821,6120,309
Johnson County,Indiana,143475,57964,17260,39513,1191
Knox County,Indiana,37974,15145,5228,9612,305
Kosciusko County,Indiana,77603,30060,6862,22558,640
LaGrange County,Indiana,37662,9316,2898,6231,187
Lake County,Indiana,493390,201758,130897,68431,2430
LaPorte County,Indiana,111304,43681,24107,18615,959
Lawrence County,Indiana,46116,17822,5779,11622,421
Madison County,Indiana,130197,52370,24407,26769,1194
Marion County,Indiana,919786,359009,216336,136509,6164
Marshall County,Indiana,46942,17765,6137,11260,368
Martin County,Indiana,10317,4743,1351,3262,130
Miami County,Indiana,36529,12781,4222,8174,385
Monroe County,Indiana,141484,57223,33436,22481,1306
Montgomery County,Indiana,38177,14440,4271,9824,345
Morgan County,Indiana,69177,28266,7969,19591,706
Newton County,Indiana,14043,5654,2212,3291,151
Noble County,Indiana,47190,16244,5229,10680,335
Ohio County,Indiana,6055,2819,994,1759,66
Orange County,Indiana,19747,7776,2939,4617,220
Owen County,Indiana,21368,8113,2823,5062,228
Parke County,Indiana,17118,6515,2110,4234,171
Perry County,Indiana,19371,7875,4316,3403,156
Pike County,Indiana,12618,5926,2125,3627,174
Porter County,Indiana,165702,73039,37252,34406,1381
Posey County,Indiana,25616,12226,4533,7430,263
Pulaski County,Indiana,13009,5399,1899,3366,134
Putnam County,Indiana,37640,13829,4507,9005,317
Randolph County,Indiana,25857,10189,3769,6218,202
Ripley County,Indiana,28447,10983,3241,7484,258
Rush County,Indiana,17108,7026,2221,4633,172
St. Joseph County,Indiana,266492,110704,56460,52578,1666
Scott County,Indiana,23723,8720,3998,4539,183
Shelby County,Indiana,44257,16760,5359,10978,423
Spencer County,Indiana,20783,9728,4026,5515,187
Starke County,Indiana,23160,8754,3809,4738,207
Steuben County,Indiana,34158,13695,4853,8547,295
Sullivan County,Indiana,21203,8290,3191,4902,197
Switzerland County,Indiana,10462,3397,1437,1872,88
Tippecanoe County,Indiana,179124,56896,26711,28757,1428
Tipton County,Indiana,15659,7365,2432,4773,160
Union County,Indiana,7352,3100,1018,2022,60
Vanderburgh County,Indiana,181040,72404,31725,39389,1290
Vermillion County,Indiana,15923,6581,2979,3426,176
Vigo County,Indiana,108523,39877,19712,19369,796
Wabash County,Indiana,32386,12874,3973,8644,257
Warren County,Indiana,8392,3800,1324,2377,99
Warrick County,Indiana,60347,24630,8793,15351,486
Washington County,Indiana,27913,10737,3909,6533,295
Wayne County,Indiana,68224,25477,10591,14321,565
Wells County,Indiana,27707,12935,3436,9256,243
White County,Indiana,24466,9903,3637,5970,296
Whitley County,Indiana,33335,15011,4420,10258,333
Adair County,Iowa,7468,3996,1790,2114,92
Adams County,Iowa,3910,2185,1028,1108,49
Allamakee County,Iowa,14149,6934,3553,3264,117
Appanoose County,Iowa,12707,6245,2951,3161,133
Audubon County,Iowa,5865,3457,1611,1802,44
Benton County,Iowa,25830,14023,6862,6940,221
Black Hawk County,Iowa,131878,67141,39821,26235,1085
Boone County,Iowa,26136,14388,7512,6556,320
Bremer County,Iowa,24496,13346,6763,6405,178
Buchanan County,Iowa,20994,10535,5911,4450,174
Buena Vista County,Iowa,20561,8383,3700,4554,129
Butler County,Iowa,14971,7545,3329,4106,110
Calhoun County,Iowa,9913,5230,2238,2891,101
Carroll County,Iowa,20654,10674,4947,5601,126
Cass County,Iowa,13700,7205,2858,4217,130
Cedar County,Iowa,18296,9649,4972,4529,148
Cerro Gordo County,Iowa,43699,23824,13316,10128,380
Cherokee County,Iowa,11951,6415,2634,3662,119
Chickasaw County,Iowa,12287,6484,3554,2836,94
Clarke County,Iowa,9341,4430,2189,2124,117
Clay County,Iowa,16539,8502,3385,4951,166
Clayton County,Iowa,17946,9138,4806,4164,168
Clinton County,Iowa,48701,25000,15141,9432,427
Crawford County,Iowa,17299,6752,3066,3595,91
Dallas County,Iowa,72235,38116,16576,20988,552
Davis County,Iowa,8707,3773,1520,2138,115
Decatur County,Iowa,8239,3833,1791,1947,95
Delaware County,Iowa,17567,9378,4616,4636,126
Des Moines County,Iowa,40229,20385,11888,8136,361
Dickinson County,Iowa,16925,10159,4095,5912,152
Dubuque County,Iowa,95159,50894,28768,21280,846
Emmet County,Iowa,9944,4687,2099,2507,81
Fayette County,Iowa,20774,10366,5732,4492,142
Floyd County,Iowa,16087,8257,4680,3472,105
Franklin County,Iowa,10509,5186,2266,2823,97
Fremont County,Iowa,7141,3668,1637,1972,59
Greene County,Iowa,9181,4846,2375,2380,91
Grundy County,Iowa,12437,6962,2635,4215,112
Guthrie County,Iowa,10762,5888,2569,3171,148
Hamilton County,Iowa,15321,7927,3782,3991,154
Hancock County,Iowa,11175,5925,2521,3317,87
Hardin County,Iowa,17359,8898,4075,4670,153
Harrison County,Iowa,14475,7322,3136,4065,121
Henry County,Iowa,19992,9697,4460,5035,202
Howard County,Iowa,9548,4645,2768,1795,82
Humboldt County,Iowa,9723,5158,1972,3099,87
Ida County,Iowa,7044,3663,1321,2286,56
Iowa County,Iowa,16180,8866,4144,4569,153
Jackson County,Iowa,19685,10242,5907,4177,158
Jasper County,Iowa,36574,19515,10257,8877,381
Jefferson County,Iowa,17278,8530,4798,3436,296
Johnson County,Iowa,137103,75977,50666,23698,1613
Jones County,Iowa,20601,10449,5534,4721,194
Keokuk County,Iowa,10427,5266,2303,2843,120
Kossuth County,Iowa,15413,8923,3850,4937,136
Lee County,Iowa,35541,18911,10714,7785,412
Linn County,Iowa,215485,118453,68581,47622,2250
Louisa County,Iowa,11360,4968,2452,2420,96
Lucas County,Iowa,8778,4323,1987,2254,82
Lyon County,Iowa,11757,6509,1423,4978,108
Madison County,Iowa,15641,8458,3630,4638,190
Mahaska County,Iowa,22398,10883,4213,6448,222
Marion County,Iowa,33274,17687,7507,9828,352
Marshall County,Iowa,41032,19064,10257,8472,335
Mills County,Iowa,14873,7212,2848,4216,148
Mitchell County,Iowa,10716,5586,2831,2643,112
Monona County,Iowa,9091,4742,2101,2557,84
Monroe County,Iowa,8073,3830,1731,2026,73
Montgomery County,Iowa,10540,5025,1922,3001,102
Muscatine County,Iowa,42916,19865,11323,8168,374
O'Brien County,Iowa,14156,7341,1969,5266,106
Osceola County,Iowa,6204,3194,912,2230,52
Page County,Iowa,15702,7079,2613,4348,118
Palo Alto County,Iowa,9279,4887,2139,2660,88
Plymouth County,Iowa,24830,12950,4164,8597,189
Pocahontas County,Iowa,7143,4032,1523,2396,113
Polk County,Iowa,444671,228882,128465,96096,4321
Pottawattamie County,Iowa,92916,42301,19644,21860,797
Poweshiek County,Iowa,18728,9975,5357,4424,194
Ringgold County,Iowa,5027,2599,1186,1368,45
Sac County,Iowa,10161,5291,2122,3094,75
Scott County,Iowa,168347,90263,50652,38251,1360
Shelby County,Iowa,12024,6483,2469,3911,103
Sioux County,Iowa,34282,17308,2700,14407,201
Story County,Iowa,92003,47150,26192,19668,1290
Tama County,Iowa,17501,9017,4768,4098,151
Taylor County,Iowa,6260,2995,1262,1683,50
Union County,Iowa,12586,5957,3043,2813,101
Van Buren County,Iowa,7449,3569,1402,2064,103
Wapello County,Iowa,35431,15770,8663,6789,318
Warren County,Iowa,46895,26072,12551,13052,469
Washington County,Iowa,21903,11004,5115,5562,327
Wayne County,Iowa,6329,2900,1251,1583,66
Webster County,Iowa,37323,18292,9537,8469,286
Winnebago County,Iowa,10602,5918,2903,2906,109
Winneshiek County,Iowa,21041,11084,6256,4622,206
Woodbury County,Iowa,102321,45019,22302,21841,876
Worth County,Iowa,7496,4172,2350,1744,78
Wright County,Iowa,13020,6278,2836,3349,93
Allen County,Kansas,13306,5310,1869,3316,125
Anderson County,Kansas,7919,3315,944,2276,95
Atchison County,Kansas,16774,6674,2567,3917,190
Barber County,Kansas,4867,2314,482,1772,60
Barton County,Kansas,27520,10341,2297,7874,170
Bourbon County,Kansas,14878,6254,1996,4102,156
Brown County,Kansas,9866,3993,1076,2829,88
Butler County,Kansas,65669,26085,7282,18157,646
Chase County,Kansas,2743,1271,358,875,38
Chautauqua County,Kansas,3559,1630,280,1304,46
Cherokee County,Kansas,21192,8571,2930,5456,185
Cheyenne County,Kansas,2667,1426,233,1159,34
Clark County,Kansas,2165,1017,174,805,38
Clay County,Kansas,8504,3686,834,2788,64
Cloud County,Kansas,9417,4058,974,2954,130
Coffey County,Kansas,8467,3906,898,2903,105
Comanche County,Kansas,1914,928,143,767,18
Cowley County,Kansas,36267,12710,4319,8081,310
Crawford County,Kansas,39324,14945,6826,7708,411
Decatur County,Kansas,2884,1532,266,1218,48
Dickinson County,Kansas,19705,8042,2020,5832,190
Doniphan County,Kansas,7890,3403,902,2414,87
Douglas County,Kansas,113313,48145,29267,17401,1477
Edwards County,Kansas,2965,1385,298,1059,28
Elk County,Kansas,2661,1369,281,1049,39
Ellis County,Kansas,29089,11714,3057,8399,258
Ellsworth County,Kansas,6462,2712,702,1930,80
Finney County,Kansas,37110,9084,2682,6219,183
Ford County,Kansas,34665,8362,2600,5602,160
Franklin County,Kansas,25825,10990,3694,6984,312
Geary County,Kansas,37903,7845,3332,4372,141
Gove County,Kansas,2759,1383,176,1168,39
Graham County,Kansas,2581,1340,256,1056,28
Grant County,Kansas,7832,2306,456,1811,39
Gray County,Kansas,5963,1958,324,1603,31
Greeley County,Kansas,1268,670,113,543,14
Greenwood County,Kansas,6426,2123,478,1590,55
Hamilton County,Kansas,2651,877,163,693,21
Harper County,Kansas,5862,2389,550,1759,80
Harvey County,Kansas,34754,14294,5373,8588,333
Haskell County,Kansas,4215,1396,215,1159,22
Hodgeman County,Kansas,1927,1060,179,868,13
Jackson County,Kansas,13401,5561,1901,3527,133
Jefferson County,Kansas,18861,8013,2977,4827,209
Jewell County,Kansas,3054,1497,229,1235,33
Johnson County,Kansas,559428,274365,110526,158401,5438
Kearny County,Kansas,3971,1386,268,1097,21
Kingman County,Kansas,7825,3231,733,2397,101
Kiowa County,Kansas,2513,1144,163,976,5
Labette County,Kansas,21163,8037,3117,4742,178
Lane County,Kansas,1684,928,172,739,17
Leavenworth County,Kansas,77644,29085,11357,17059,669
Lincoln County,Kansas,3181,1483,289,1165,29
Linn County,Kansas,9485,4467,1170,3177,120
Logan County,Kansas,2794,1350,197,1126,27
Lyon County,Kansas,33550,11875,5111,6470,294
McPherson County,Kansas,29221,12297,3449,8545,303
Marion County,Kansas,12376,5409,1385,3889,135
Marshall County,Kansas,10026,4773,1469,3195,109
Meade County,Kansas,4378,1709,258,1428,23
Miami County,Kansas,32669,14856,4712,9858,286
Mitchell County,Kansas,6301,2965,584,2327,54
Montgomery County,Kansas,34472,12417,3501,8630,286
Morris County,Kansas,5849,2562,718,1773,71
Morton County,Kansas,3127,1278,189,1072,17
Nemaha County,Kansas,10067,5026,1000,3930,96
Neosho County,Kansas,16420,6480,2050,4272,158
Ness County,Kansas,3077,1444,218,1209,17
Norton County,Kansas,5586,2325,398,1878,49
Osage County,Kansas,16176,6906,2268,4427,211
Osborne County,Kansas,3809,1838,324,1479,35
Ottawa County,Kansas,6029,2933,558,2295,80
Pawnee County,Kansas,6863,2608,718,1836,54
Phillips County,Kansas,5521,2565,382,2135,48
Pottawatomie County,Kansas,22331,9479,2335,6804,340
Pratt County,Kansas,9758,3801,980,2771,50
Rawlins County,Kansas,2509,1444,190,1223,31
Reno County,Kansas,64205,24422,8085,15718,619
Republic County,Kansas,4826,2686,477,2134,75
Rice County,Kansas,9990,3681,911,2676,94
Riley County,Kansas,77497,21101,8977,11507,617
Rooks County,Kansas,5221,2460,361,2038,61
Rush County,Kansas,3208,1570,367,1166,37
Russell County,Kansas,6990,3200,593,2553,54
Saline County,Kansas,55829,21496,7040,13840,616
Scott County,Kansas,4853,2052,277,1728,47
Sedgwick County,Kansas,504101,182895,71977,106506,4412
Seward County,Kansas,23353,5176,1490,3617,69
Shawnee County,Kansas,178975,76508,36975,37782,1751
Sheridan County,Kansas,2491,1342,168,1154,20
Sherman County,Kansas,6120,2623,577,1976,70
Smith County,Kansas,3753,2023,358,1624,41
Stafford County,Kansas,4350,1839,404,1385,50
Stanton County,Kansas,2155,759,143,605,11
Stevens County,Kansas,5738,2034,252,1749,33
Sumner County,Kansas,23635,9141,2658,6260,223
Thomas County,Kansas,7933,3474,598,2788,88
Trego County,Kansas,2941,1579,291,1261,27
Wabaunsee County,Kansas,6994,3267,918,2256,93
Wallace County,Kansas,1523,798,68,719,11
Washington County,Kansas,5727,2889,524,2316,49
Wichita County,Kansas,2228,987,157,821,9
Wilson County,Kansas,9120,3717,818,2825,74
Woodson County,Kansas,3275,1447,380,1035,32
Wyandotte County,Kansas,159379,50738,34302,15496,940
Adair County,Kentucky,18934,7600,1660,5841,99
Allen County,Kentucky,20232,7100,1808,5184,108
Anderson County,Kentucky,21694,10320,3315,6822,183
Ballard County,Kentucky,8285,3895,1189,2647,59
Barren County,Kentucky,42607,16568,5400,10922,246
Bath County,Kentucky,11780,4122,1770,2275,77
Bell County,Kentucky,28284,9482,2224,7127,131
Boone County,Kentucky,123412,52511,15629,35922,960
Bourbon County,Kentucky,20050,7923,3075,4692,156
Boyd County,Kentucky,49224,19049,7776,10884,389
Boyle County,Kentucky,29020,12373,4471,7703,199
Bracken County,Kentucky,8462,3232,1147,2029,56
Breathitt County,Kentucky,13612,5008,1562,3318,128
Breckinridge County,Kentucky,20074,7969,2825,5025,119
Bullitt County,Kentucky,75902,31779,9971,21306,502
Butler County,Kentucky,12738,5060,1293,3716,51
Caldwell County,Kentucky,12992,5860,1852,3904,104
Calloway County,Kentucky,38046,15072,5317,9440,315
Campbell County,Kentucky,91246,40177,15080,24240,857
Carlisle County,Kentucky,5027,2619,750,1835,34
Carroll County,Kentucky,10874,3680,1629,1999,52
Carter County,Kentucky,27637,8908,3383,5279,246
Casey County,Kentucky,16024,6091,1086,4904,101
Christian County,Kentucky,74892,21955,8252,13475,228
Clark County,Kentucky,35685,15416,5228,9931,257
Clay County,Kentucky,21518,7383,1111,6176,96
Clinton County,Kentucky,10270,4393,752,3569,72
Crittenden County,Kentucky,9220,3854,960,2839,55
Cumberland County,Kentucky,6855,2854,599,2216,39
Daviess County,Kentucky,97840,42087,16208,25092,787
Edmonson County,Kentucky,12091,4668,1374,3232,62
Elliott County,Kentucky,7633,2399,1186,1126,87
Estill County,Kentucky,14503,5184,1356,3749,79
Fayette County,Kentucky,305947,125866,62080,60795,2991
Fleming County,Kentucky,14525,5782,1911,3780,91
Floyd County,Kentucky,39126,14890,4733,9784,373
Franklin County,Kentucky,49453,23337,11535,11345,457
Fulton County,Kentucky,6564,2481,1022,1425,34
Gallatin County,Kentucky,8552,3061,1238,1758,65
Garrard County,Kentucky,17006,7077,1661,5310,106
Grant County,Kentucky,24521,8608,2810,5664,134
Graves County,Kentucky,37566,15503,4547,10699,257
Grayson County,Kentucky,25792,9271,2744,6404,123
Green County,Kentucky,11277,4856,1165,3634,57
Greenup County,Kentucky,36686,15168,6027,8855,286
Hancock County,Kentucky,8642,4134,1833,2212,89
Hardin County,Kentucky,108198,39218,15214,23357,647
Harlan County,Kentucky,28681,10657,1830,8652,175
Harrison County,Kentucky,18622,7163,2471,4556,136
Hart County,Kentucky,18401,6622,2283,4257,82
Henderson County,Kentucky,46419,18622,8091,10296,235
Henry County,Kentucky,15336,6590,2530,3940,120
Hickman County,Kentucky,4737,2139,686,1431,22
Hopkins County,Kentucky,46607,19767,5789,13681,297
Jackson County,Kentucky,13307,5061,612,4365,84
Jefferson County,Kentucky,751629,339579,186181,148423,4975
Jessamine County,Kentucky,49467,20633,6001,14233,399
Johnson County,Kentucky,23403,9035,1723,7095,217
Kenton County,Kentucky,161704,67704,24920,41389,1395
Knott County,Kentucky,16127,5693,1420,4130,143
Knox County,Kentucky,31494,11100,2484,8467,149
Larue County,Kentucky,14048,5764,1733,3911,120
Laurel County,Kentucky,59534,22408,3905,18151,352
Lawrence County,Kentucky,15891,5592,1520,3995,77
Lee County,Kentucky,7581,2623,595,1977,51
Leslie County,Kentucky,11140,4950,433,4439,78
Letcher County,Kentucky,24011,8758,1702,6811,245
Lewis County,Kentucky,13839,4769,1342,3326,101
Lincoln County,Kentucky,24404,9152,2582,6416,154
Livingston County,Kentucky,9435,4511,1346,3089,76
Logan County,Kentucky,26722,10510,3469,6899,142
Lyon County,Kentucky,8446,3839,1373,2412,54
McCracken County,Kentucky,65584,30551,10062,19979,510
McCreary County,Kentucky,18051,5707,1069,4564,74
McLean County,Kentucky,9490,4200,1432,2705,63
Madison County,Kentucky,85394,33322,11512,21128,682
Magoffin County,Kentucky,13061,4906,1433,3391,82
Marion County,Kentucky,19918,7318,3418,3800,100
Marshall County,Kentucky,31261,15719,5022,10402,295
Martin County,Kentucky,12725,3824,574,3180,70
Mason County,Kentucky,17460,6881,2592,4197,92
Meade County,Kentucky,29255,10916,4122,6606,188
Menifee County,Kentucky,6338,2598,1048,1484,66
Mercer County,Kentucky,21323,9939,2966,6820,153
Metcalfe County,Kentucky,9983,4184,1425,2676,83
Monroe County,Kentucky,10848,4746,936,3762,48
Montgomery County,Kentucky,26860,10248,3701,6398,149
Morgan County,Kentucky,13531,4472,1369,3021,82
Muhlenberg County,Kentucky,31382,12739,4771,7762,206
Nelson County,Kentucky,44401,18533,7611,10673,249
Nicholas County,Kentucky,7008,2581,948,1583,50
Ohio County,Kentucky,24021,9646,2987,6470,189
Oldham County,Kentucky,62105,29884,9240,20179,465
Owen County,Kentucky,10762,4557,1501,2971,85
Owsley County,Kentucky,4681,1580,283,1279,18
Pendleton County,Kentucky,14552,5534,1859,3556,119
Perry County,Kentucky,28295,10241,2047,8040,154
Pike County,Kentucky,64582,23636,5646,17590,400
Powell County,Kentucky,12471,4481,1620,2766,95
Pulaski County,Kentucky,63514,26003,4976,20714,313
Robertson County,Kentucky,2214,935,340,579,16
Rockcastle County,Kentucky,17057,6216,1097,5028,91
Rowan County,Kentucky,23796,7665,3438,4035,192
Russell County,Kentucky,17637,7909,1445,6346,118
Scott County,Kentucky,48970,20573,7532,12679,362
Shelby County,Kentucky,43656,18663,6634,11790,239
Simpson County,Kentucky,17543,7093,2650,4355,88
Spencer County,Kentucky,17518,8431,2549,5726,156
Taylor County,Kentucky,25069,10950,3285,7551,114
Todd County,Kentucky,12618,4718,1403,3247,68
Trigg County,Kentucky,14410,6742,2115,4520,107
Trimble County,Kentucky,8844,3543,1355,2133,55
Union County,Kentucky,15082,5979,1942,3955,82
Warren County,Kentucky,117389,43903,16805,26384,714
Washington County,Kentucky,11821,5219,1669,3495,55
Wayne County,Kentucky,20824,7210,1855,5289,66
Webster County,Kentucky,13460,5470,1765,3607,98
Whitley County,Kentucky,35768,13072,2683,10232,157
Wolfe County,Kentucky,7194,2559,976,1542,41
Woodford County,Kentucky,25117,12332,4883,7219,230
Acadia Parish,Louisiana,61997,26835,6560,19931,344
Allen Parish,Louisiana,25622,9307,2617,6495,195
Ascension Parish,Louisiana,112218,51073,16349,33856,868
Assumption Parish,Louisiana,23072,10992,4754,6083,155
Avoyelles Parish,Louisiana,41572,17032,6077,10670,285
Beauregard Parish,Louisiana,36333,14225,2828,11112,285
Bienville Parish,Louisiana,14192,7203,3490,3641,72
Bossier Parish,Louisiana,123160,48562,12956,34988,618
Caddo Parish,Louisiana,257252,111765,58042,52459,1264
Calcasieu Parish,Louisiana,194479,81726,28359,51850,1517
Caldwell Parish,Louisiana,10042,4716,1016,3640,60
Cameron Parish,Louisiana,6631,3744,408,3260,76
Catahoula Parish,Louisiana,10240,4193,1408,2744,41
Claiborne Parish,Louisiana,16868,6732,3014,3649,69
Concordia Parish,Louisiana,20501,9380,3833,5450,97
De Soto Parish,Louisiana,27023,13051,5553,7353,145
East Baton Rouge Parish,Louisiana,442955,198171,102656,92292,3223
East Carroll Parish,Louisiana,7579,4008,2478,1508,22
East Feliciana Parish,Louisiana,19860,10209,4648,5397,164
Evangeline Parish,Louisiana,33748,15770,5330,10181,259
Franklin Parish,Louisiana,20573,9336,2921,6294,121
Grant Parish,Louisiana,22388,8667,1422,7082,163
Iberia Parish,Louisiana,73660,33397,12132,20892,373
Iberville Parish,Louisiana,33327,17014,9548,7271,195
Jackson Parish,Louisiana,16264,7529,2305,5132,92
Jefferson Parish,Louisiana,433954,176343,70384,102536,3423
Jefferson Davis Parish,Louisiana,31445,13734,3484,10014,236
Lafayette Parish,Louisiana,227298,98642,31768,64992,1882
Lafourche Parish,Louisiana,97177,39075,9623,28592,860
La Salle Parish,Louisiana,14862,6572,764,5726,82
Lincoln Parish,Louisiana,47026,18993,7956,10739,298
