County,State,Population,Total Votes,Democrats,Republican,Other
Owyhee County,Idaho,11364,3925,591,3052,282
Payette County,Idaho,22888,8704,1507,6489,708
Power County,Idaho,7681,2758,699,1666,393
Shoshone County,Idaho,12416,5120,1384,3297,439
Teton County,Idaho,11165,4976,2159,2167,650
Twin Falls County,Idaho,83819,29874,6233,19828,3813
Valley County,Idaho,10422,5349,1913,2906,530
Washington County,Idaho,10032,4455,776,3283,396
Adams County,Illinois,66475,31951,7676,22790,1485
Alexander County,Illinois,6459,2846,1262,1496,88
Bond County,Illinois,16546,7530,2068,4888,574
Boone County,Illinois,53570,23001,8986,12282,1733
Brown County,Illinois,6637,2379,476,1796,107
Bureau County,Illinois,33396,16571,6029,9281,1261
Calhoun County,Illinois,4869,2571,739,1721,111
Carroll County,Illinois,14596,7445,2447,4434,564
Cass County,Illinois,12672,5124,1621,3216,287
Champaign County,Illinois,210198,91628,50137,33368,8123
Christian County,Illinois,33230,15459,3992,10543,924
Clark County,Illinois,15857,7928,1877,5622,429
Clay County,Illinois,13314,6350,1020,5021,309
Clinton County,Illinois,37599,17419,3945,12412,1062
Coles County,Illinois,51783,21863,7309,13003,1551
Cook County,Illinois,5224272,2158615,1611946,453287,93382
Crawford County,Illinois,19133,8728,1992,6277,459
Cumberland County,Illinois,10868,5567,1031,4206,330
DeKalb County,Illinois,104080,43600,20466,19091,4043
De Witt County,Illinois,16137,7543,1910,5077,556
Douglas County,Illinois,19727,8169,1949,5698,522
DuPage County,Illinois,931256,428769,228622,166415,33732
Edgar County,Illinois,17519,7873,1793,5645,435
Edwards County,Illinois,6536,3347,434,2778,135
Effingham County,Illinois,34170,17609,3083,13635,891
Fayette County,Illinois,21570,9585,1819,7372,394
Ford County,Illinois,13352,6396,1414,4480,502
Franklin County,Illinois,39075,18711,4727,13116,868
Fulton County,Illinois,35473,15797,6133,8492,1172
Gallatin County,Illinois,5157,2707,657,1942,108
Greene County,Illinois,13123,5585,1205,4145,235
Grundy County,Illinois,50317,23237,8065,13454,1718
Hamilton County,Illinois,8186,4166,802,3206,158
Hancock County,Illinois,18205,9121,2139,6430,552
Hardin County,Illinois,3991,2148,420,1653,75
Henderson County,Illinois,6886,3518,1155,2155,208
Henry County,Illinois,49498,24643,8871,13985,1787
Iroquois County,Illinois,28163,13064,2504,9750,810
Jackson County,Illinois,58726,24617,11634,10843,2140
Jasper County,Illinois,9583,5136,924,3975,237
Jefferson County,Illinois,38214,16999,4425,11695,879
Jersey County,Illinois,21947,10991,2679,7748,564
Jo Daviess County,Illinois,21814,11334,4462,6121,751
Johnson County,Illinois,12454,6089,1142,4649,298
Kane County,Illinois,530726,199314,103665,82734,12915
Kankakee County,Illinois,111080,47305,18971,25129,3205
Kendall County,Illinois,124535,53447,24884,24961,3602
Knox County,Illinois,50917,22243,10083,10737,1423
Lake County,Illinois,704158,303520,171095,109767,22658
LaSalle County,Illinois,110215,49743,19543,26689,3511
Lawrence County,Illinois,16182,6094,1290,4521,283
Lee County,Illinois,34494,15489,5528,8612,1349
Livingston County,Illinois,36107,15269,4023,10208,1038
Logan County,Illinois,29166,12401,3313,8181,907
McDonough County,Illinois,30907,13092,5288,6795,1009
McHenry County,Illinois,307159,141750,60803,71612,9335
McLean County,Illinois,173070,79835,36196,37237,6402
Macon County,Illinois,106383,48060,18343,26866,2851
Macoupin County,Illinois,45691,22360,6689,14322,1349
Madison County,Illinois,265641,130179,50587,70490,9102
Marion County,Illinois,38045,17074,4369,11859,846
Marshall County,Illinois,11881,5984,1789,3785,410
Mason County,Illinois,13675,6486,2014,4058,414
Massac County,Illinois,14440,6683,1558,4846,279
Menard County,Illinois,12398,6515,1817,4231,467
Mercer County,Illinois,15602,8525,3071,4807,647
Monroe County,Illinois,33913,19354,5535,12629,1190
Montgomery County,Illinois,29061,12978,3504,8630,844
Morgan County,Illinois,34632,14800,4696,9076,1028
Moultrie County,Illinois,14610,6283,1481,4455,347
Ogle County,Illinois,51148,24193,8050,14352,1791
Peoria County,Illinois,185043,78503,38060,35633,4810
Perry County,Illinois,21391,9853,2462,6855,536
Piatt County,Illinois,16524,9008,2645,5634,729
Pike County,Illinois,15742,7530,1413,5754,363
Pope County,Illinois,4182,2142,375,1678,89
Pulaski County,Illinois,5604,2735,962,1675,98
Putnam County,Illinois,5710,3111,1147,1767,197
Randolph County,Illinois,32414,14194,3439,10023,732
Richland County,Illinois,15829,7684,1584,5739,361
Rock Island County,Illinois,144943,63994,32298,26998,4698
St. Clair County,Illinois,263187,120580,60756,53857,5967
Saline County,Illinois,24230,11384,2572,8276,536
Sangamon County,Illinois,198026,98373,40907,49944,7522
Schuyler County,Illinois,7030,3828,1075,2524,229
Scott County,Illinois,5052,2608,535,1966,107
Shelby County,Illinois,21733,11010,2288,8229,493
Stark County,Illinois,5512,2743,751,1778,214
Stephenson County,Illinois,45503,20343,7768,11083,1492
Tazewell County,Illinois,133932,64400,20685,38707,5008
Union County,Illinois,17105,8537,2402,5790,345
Vermilion County,Illinois,78494,30570,10039,19087,1444
Wabash County,Illinois,11542,5464,1151,4047,266
Warren County,Illinois,17294,7807,2987,4275,545
Washington County,Illinois,14179,7427,1448,5571,408
Wayne County,Illinois,16542,8261,1048,6967,246
White County,Illinois,14079,7335,1412,5640,283
Whiteside County,Illinois,56476,25582,11035,12615,1932
Will County,Illinois,688328,300904,151927,132720,16257
Williamson County,Illinois,67454,31852,8581,21570,1701
Winnebago County,Illinois,286065,118376,55713,55624,7039
Woodford County,Illinois,38913,19864,5092,13207,1565
Adams County,Indiana,35178,13090,2805,9648,637
Allen County,Indiana,369412,147137,55382,83930,7825
Bartholomew County,Indiana,82231,32490,9841,20640,2009
Benton County,Indiana,8658,3666,860,2579,227
Blackford County,Indiana,12115,4839,1243,3350,246
Boone County,Indiana,64192,32178,10181,19654,2343
Brown County,Indiana,14996,7945,2518,5016,411
Carroll County,Indiana,19973,8643,1892,6273,478
Cass County,Indiana,37905,14209,3759,9701,749
Clark County,Indiana,115588,51147,18808,30035,2304
Clay County,Indiana,26210,11282,2306,8531,445
Clinton County,Indiana,32207,11936,2819,8531,586
Crawford County,Indiana,10583,4593,1323,3015,255
Daviess County,Indiana,33010,10768,1800,8545,423
Dearborn County,Indiana,49436,23987,4883,18113,991
Decatur County,Indiana,26565,11127,2121,8490,516
DeKalb County,Indiana,42652,16902,3942,12054,906
Delaware County,Indiana,115657,45123,18153,24263,2707
Dubois County,Indiana,42450,19984,5389,13365,1230
Elkhart County,Indiana,203642,65630,20740,41867,3023
Fayette County,Indiana,23252,9530,2252,6839,439
Floyd County,Indiana,76734,37425,13945,21432,2048
Fountain County,Indiana,16457,7492,1476,5662,354
Franklin County,Indiana,22770,11013,1969,8669,375
Fulton County,Indiana,20118,8374,1960,6010,404
Gibson County,Indiana,33644,15484,3721,11081,682
Grant County,Indiana,66669,25312,7010,17008,1294
Greene County,Indiana,32228,13801,2929,10277,595
Hamilton County,Indiana,315902,154256,57263,87404,9589
Hancock County,Indiana,73765,36181,8904,25074,2203
Harrison County,Indiana,39661,18558,4783,12943,832
Hendricks County,Indiana,160376,75559,22600,48337,4622
Henry County,Indiana,48345,20155,5124,13895,1136
Howard County,Indiana,82304,36843,11215,23675,1953
Huntington County,Indiana,36294,16043,3506,11649,888
Jackson County,Indiana,43997,17573,3843,12859,871
Jasper County,Indiana,33405,13378,3329,9382,667
Jay County,Indiana,21017,7986,1889,5697,400
Jefferson County,Indiana,32230,13544,4326,8546,672
Jennings County,Indiana,27648,11150,2364,8224,562
Johnson County,Indiana,151540,66500,17318,45456,3726
Knox County,Indiana,37333,15516,3772,11077,667
Kosciusko County,Indiana,78732,32084,6313,23935,1836
LaGrange County,Indiana,39113,9566,2080,7025,461
Lake County,Indiana,486092,201205,116935,75625,8645
LaPorte County,Indiana,110222,45203,19798,22687,2718
Lawrence County,Indiana,45578,19152,4210,14035,907
Madison County,Indiana,129329,53909,18595,32376,2938
Marion County,Indiana,945685,362372,212899,130360,19113
Marshall County,Indiana,46586,18082,4798,12288,996
Martin County,Indiana,10190,4809,881,3697,231
Miami County,Indiana,36043,13482,2766,9975,741
Monroe County,Indiana,145757,58454,34216,20592,3646
Montgomery County,Indiana,38238,15156,3362,11059,735
Morgan County,Indiana,69633,31280,6040,23674,1566
Newton County,Indiana,13992,5795,1404,4077,314
Noble County,Indiana,47398,16890,3904,12198,788
Ohio County,Indiana,5885,2921,686,2118,117
Orange County,Indiana,19473,8192,2048,5803,341
Owen County,Indiana,20898,8557,1946,6153,458
Parke County,Indiana,16938,6582,1441,4863,278
Perry County,Indiana,18978,8055,3062,4556,437
Pike County,Indiana,12391,5977,1297,4398,282
Porter County,Indiana,167475,77190,33676,38832,4682
Posey County,Indiana,25639,12467,3521,8404,542
Pulaski County,Indiana,12618,5459,1327,3854,278
Putnam County,Indiana,37113,14715,3356,10637,722
Randolph County,Indiana,25112,10458,2446,7517,495
Ripley County,Indiana,28381,12810,2471,9806,533
Rush County,Indiana,16639,7214,1525,5292,397
St. Joseph County,Indiana,269862,110060,52252,52021,5787
Scott County,Indiana,23687,9101,2642,6074,385
Shelby County,Indiana,44229,17994,4247,12718,1029
Spencer County,Indiana,20491,9979,2861,6572,546
Starke County,Indiana,23019,9226,2489,6367,370
Steuben County,Indiana,34329,14566,3744,10133,689
Sullivan County,Indiana,20710,8559,2113,6138,308
Switzerland County,Indiana,10641,3699,930,2558,211
Tippecanoe County,Indiana,190292,62515,27282,30768,4465
Tipton County,Indiana,15163,7510,1587,5589,334
Union County,Indiana,7139,3291,715,2445,131
Vanderburgh County,Indiana,181427,72507,28530,40496,3481
Vermillion County,Indiana,15593,6939,2081,4513,345
Vigo County,Indiana,107790,39818,15931,21937,1950
Wabash County,Indiana,31513,13468,3018,9821,629
Warren County,Indiana,8165,3930,839,2898,193
Warrick County,Indiana,62005,29589,9086,19113,1390
Washington County,Indiana,27728,11382,2636,8209,537
Wayne County,Indiana,66630,25579,8322,16028,1229
Wells County,Indiana,27865,13185,2586,10005,594
White County,Indiana,24074,10053,2590,6893,570
Whitley County,Indiana,33475,15623,3379,11358,886
Adair County,Iowa,7005,3811,1133,2461,217
Adams County,Iowa,3692,2106,565,1395,146
Allamakee County,Iowa,13851,6923,2421,4093,409
Appanoose County,Iowa,12505,6136,1814,4033,289
Audubon County,Iowa,5626,3412,1080,2136,196
Benton County,Iowa,25644,13844,4678,8232,934
Black Hawk County,Iowa,133077,64405,32233,27476,4696
Boone County,Iowa,26416,14196,5541,7484,1171
Bremer County,Iowa,24747,13538,5356,7208,974
Buchanan County,Iowa,21007,10252,3970,5510,772
Buena Vista County,Iowa,20325,8278,2856,4903,519
Butler County,Iowa,14702,7513,2157,4921,435
Calhoun County,Iowa,9811,5159,1398,3468,293
Carroll County,Iowa,20388,10544,3309,6638,597
Cass County,Iowa,13176,7125,1951,4761,413
Cedar County,Iowa,18348,9541,3599,5295,647
Cerro Gordo County,Iowa,43096,22965,9862,11621,1482
Cherokee County,Iowa,11394,6258,1679,4192,387
Chickasaw County,Iowa,12094,6435,2266,3742,427
Clarke County,Iowa,9288,4454,1465,2713,276
Clay County,Iowa,16295,8617,2249,5877,491
Clayton County,Iowa,17661,9129,3237,5317,575
Clinton County,Iowa,47248,23067,10095,11276,1696
Crawford County,Iowa,17103,6935,1991,4617,327
Dallas County,Iowa,84248,38252,15701,19339,3212
Davis County,Iowa,8884,3882,977,2723,182
Decatur County,Iowa,8053,3734,1201,2296,237
Delaware County,Iowa,17288,9241,2957,5694,590
Des Moines County,Iowa,39613,19103,8212,9529,1362
Dickinson County,Iowa,17109,10354,3056,6753,545
Dubuque County,Iowa,96763,49721,22850,23460,3411
Emmet County,Iowa,9581,4753,1357,3124,272
Fayette County,Iowa,19858,9975,3689,5620,666
Floyd County,Iowa,15857,8060,3179,4375,506
Franklin County,Iowa,10177,4968,1493,3163,312
Fremont County,Iowa,6947,3595,963,2407,225
Greene County,Iowa,9001,4821,1691,2820,310
Grundy County,Iowa,12286,6872,1856,4527,489
Guthrie County,Iowa,10642,5750,1732,3628,390
Hamilton County,Iowa,15075,7694,2726,4463,505
Hancock County,Iowa,10887,5871,1587,3977,307
Hardin County,Iowa,17196,8533,2787,5254,492
Harrison County,Iowa,14046,7465,2131,4902,432
Henry County,Iowa,19833,9404,2904,5779,721
Howard County,Iowa,9257,4559,1677,2611,271
Humboldt County,Iowa,9530,5087,1252,3568,267
Ida County,Iowa,6961,3612,792,2655,165
Iowa County,Iowa,16192,8904,3084,5205,615
Jackson County,Iowa,19393,10310,3837,5824,649
Jasper County,Iowa,36736,19034,7109,10560,1365
Jefferson County,Iowa,18063,8156,3710,3748,698
Johnson County,Iowa,146928,76940,50200,21044,5696
Jones County,Iowa,20392,10133,3787,5720,626
Keokuk County,Iowa,10170,4985,1342,3390,253
Kossuth County,Iowa,15104,8607,2543,5653,411
Lee County,Iowa,34458,16151,6215,8803,1133
Linn County,Iowa,222188,117098,58935,48390,9773
Louisa County,Iowa,11221,5008,1648,3069,291
Lucas County,Iowa,8555,4354,1239,2877,238
Lyon County,Iowa,11780,6377,920,5192,265
Madison County,Iowa,15796,8636,2678,5360,598
Mahaska County,Iowa,22186,10632,2619,7432,581
Marion County,Iowa,33146,17816,5482,10962,1372
Marshall County,Iowa,40135,17980,7652,9146,1182
Mills County,Iowa,15053,7698,2090,5067,541
Mitchell County,Iowa,10644,5417,1888,3190,339
Monona County,Iowa,8786,4572,1247,3120,205
Monroe County,Iowa,7836,3865,1056,2638,171
Montgomery County,Iowa,10124,5044,1314,3436,294
Muscatine County,Iowa,42968,19434,8368,9584,1482
O'Brien County,Iowa,13926,7406,1315,5752,339
Osceola County,Iowa,6095,3213,552,2531,130
Page County,Iowa,15329,7044,1807,4893,344
Palo Alto County,Iowa,9034,4703,1398,3081,224
Plymouth County,Iowa,25180,13190,2885,9680,625
Pocahontas County,Iowa,6854,3865,963,2702,200
Polk County,Iowa,474277,231555,119804,93492,18259
Pottawattamie County,Iowa,93518,42680,15355,24447,2878
Poweshiek County,Iowa,18279,9833,4304,4946,583
Ringgold County,Iowa,4985,2707,753,1824,130
Sac County,Iowa,9816,5212,1270,3703,239
Scott County,Iowa,172135,86220,40440,39149,6631
Shelby County,Iowa,11655,6370,1662,4362,346
Sioux County,Iowa,34944,18194,2300,14785,1109
Story County,Iowa,96893,50667,25709,19458,5500
Tama County,Iowa,17192,8752,3196,4971,585
Taylor County,Iowa,6213,3029,758,2111,160
Union County,Iowa,12360,5832,1922,3525,385
Van Buren County,Iowa,7241,3561,845,2527,189
Wapello County,Iowa,35265,15149,5594,8715,840
Warren County,Iowa,49356,27300,10411,14814,2075
Washington County,Iowa,22126,10929,3943,6173,813
Wayne County,Iowa,6447,2940,719,2069,152
Webster County,Iowa,36781,17430,6305,10056,1069
Winnebago County,Iowa,10602,5787,1931,3447,409
Winneshiek County,Iowa,20427,11362,5254,5344,764
Woodbury County,Iowa,102686,43718,16210,24727,2781
Worth County,Iowa,7471,4257,1530,2453,274
Wright County,Iowa,12839,6026,1896,3800,330
Allen County,Kansas,12670,5454,1433,3651,370
Anderson County,Kansas,7812,3350,672,2435,243
Atchison County,Kansas,16376,6575,1989,4049,537
Barber County,Kansas,4673,2252,286,1850,116
Barton County,Kansas,26878,10269,1839,7888,542
Bourbon County,Kansas,14624,6093,1336,4424,333
Brown County,Kansas,9641,4036,863,2906,267
Butler County,Kansas,66652,27657,6573,19073,2011
Chase County,Kansas,2632,1369,316,969,84
Chautauqua County,Kansas,3360,1481,197,1236,48
Cherokee County,Kansas,20256,8620,2005,6182,433
Cheyenne County,Kansas,2667,1407,181,1173,53
Clark County,Kansas,2065,1005,120,825,60
Clay County,Kansas,8105,3820,677,2891,252
Cloud County,Kansas,9070,3930,761,2919,250
Coffey County,Kansas,8339,4068,727,3050,291
Comanche County,Kansas,1838,867,102,715,50
Cowley County,Kansas,35650,12621,3551,8270,800
Crawford County,Kansas,39046,14891,5199,8624,1068
Decatur County,Kansas,2828,1452,178,1210,64
Dickinson County,Kansas,18956,8210,1609,6029,572
Doniphan County,Kansas,7718,3378,587,2606,185
Douglas County,Kansas,119662,50087,31195,14688,4204
Edwards County,Kansas,2899,1319,212,1037,70
Elk County,Kansas,2511,1259,160,1048,51
Ellis County,Kansas,28942,11947,2742,8466,739
Ellsworth County,Kansas,6302,2679,521,1969,189
Finney County,Kansas,36885,10159,3195,6350,614
Ford County,Kansas,34552,7718,2149,5114,455
Franklin County,Kansas,25523,10965,2892,7185,888
Geary County,Kansas,35223,7504,2722,4274,508
Gove County,Kansas,2622,1343,149,1140,54
Graham County,Kansas,2562,1284,188,1025,71
Grant County,Kansas,7675,2389,441,1804,144
Gray County,Kansas,6031,2066,263,1698,105
Greeley County,Kansas,1277,650,83,534,33
Greenwood County,Kansas,6112,2840,485,2160,195
Hamilton County,Kansas,2634,876,121,705,50
Harper County,Kansas,5667,2578,393,1996,189
Harvey County,Kansas,34726,14916,5068,8668,1180
Haskell County,Kansas,4026,1354,245,1040,69
Hodgeman County,Kansas,1851,1017,124,855,38
Jackson County,Kansas,13270,5818,1512,3939,367
Jefferson County,Kansas,18824,8337,2518,5213,606
Jewell County,Kansas,2880,1494,180,1223,91
Johnson County,Kansas,586015,290090,129852,137490,22748
Kearny County,Kansas,3890,1316,174,1075,67
Kingman County,Kansas,7417,3334,599,2530,205
Kiowa County,Kansas,2507,1079,114,900,65
Labette County,Kansas,20313,8107,2291,5335,481
Lane County,Kansas,1593,871,106,718,47
Leavenworth County,Kansas,80244,30301,10209,17638,2454
Lincoln County,Kansas,3077,1464,215,1179,70
Linn County,Kansas,9606,4427,736,3484,207
Logan County,Kansas,2818,1357,149,1132,76
Lyon County,Kansas,33369,12288,4649,6552,1087
McPherson County,Kansas,28429,12742,3226,8549,967
Marion County,Kansas,12017,5624,1204,4003,417
Marshall County,Kansas,9789,4673,1072,3307,294
Meade County,Kansas,4236,1720,210,1415,95
Miami County,Kansas,32923,15022,3991,10003,1028
Mitchell County,Kansas,6207,2942,477,2308,157
Montgomery County,Kansas,32859,12004,2637,8679,688
Morris County,Kansas,5558,2624,601,1820,203
Morton County,Kansas,2790,1192,147,995,50
Nemaha County,Kansas,10089,5122,725,4124,273
Neosho County,Kansas,16127,6314,1501,4431,382
Ness County,Kansas,2957,1454,162,1228,64
Norton County,Kansas,5491,2234,281,1840,113
Osage County,Kansas,15811,7046,1753,4826,467
Osborne County,Kansas,3588,1788,233,1460,95
Ottawa County,Kansas,5905,2903,424,2283,196
Pawnee County,Kansas,6719,2661,579,1904,178
Phillips County,Kansas,5402,2664,300,2233,131
Pottawatomie County,Kansas,23605,10693,2225,7612,856
Pratt County,Kansas,9557,3842,771,2838,233
Rawlins County,Kansas,2500,1472,163,1220,89
Reno County,Kansas,63184,24210,6837,15513,1860
Republic County,Kansas,4659,2529,375,2024,130
Rice County,Kansas,9782,3804,695,2837,272
Riley County,Kansas,75172,21532,9341,10107,2084
Rooks County,Kansas,5118,2419,275,2031,113
Rush County,Kansas,3054,1503,233,1197,73
Russell County,Kansas,7007,3193,461,2574,158
Saline County,Kansas,54955,22064,6317,13828,1919
Scott County,Kansas,4979,2202,236,1865,101
Sedgwick County,Kansas,513092,188783,69627,104353,14803
Seward County,Kansas,22897,5038,1628,3159,251
Shawnee County,Kansas,178350,75406,33926,35934,5546
Sheridan County,Kansas,2485,1374,127,1197,50
Sherman County,Kansas,5955,2612,347,2089,176
Smith County,Kansas,3656,2042,297,1661,84
Stafford County,Kansas,4186,1896,304,1490,102
Stanton County,Kansas,2105,637,115,492,30
Stevens County,Kansas,5653,1891,220,1599,72
Sumner County,Kansas,23183,9722,2076,6984,662
Thomas County,Kansas,7847,3576,473,2908,195
Trego County,Kansas,2852,1482,198,1227,57
Wabaunsee County,Kansas,6884,3380,776,2372,232
Wallace County,Kansas,1502,798,46,721,31
Washington County,Kansas,5564,2765,387,2194,184
Wichita County,Kansas,2131,956,140,769,47
Wilson County,Kansas,8698,3591,594,2788,209
Woodson County,Kansas,3189,1443,273,1082,88
Wyandotte County,Kansas,164785,48781,30146,15806,2829
Adair County,Kentucky,19259,8233,1323,6637,273
Allen County,Kentucky,20721,8096,1349,6466,281
Anderson County,Kentucky,22191,11422,2634,8242,546
Ballard County,Kentucky,8046,4101,816,3161,124
Barren County,Kentucky,43763,18488,4275,13483,730
Bath County,Kentucky,12246,4587,1361,3082,144
Bell County,Kentucky,27204,9718,1720,7764,234
Boone County,Kentucky,129503,57618,15026,39082,3510
Bourbon County,Kentucky,20130,8803,2791,5569,443
Boyd County,Kentucky,48121,20454,6021,13591,842
Boyle County,Kentucky,29965,12946,4281,8040,625
Bracken County,Kentucky,8368,3527,705,2711,111
Breathitt County,Kentucky,13177,5738,1537,3991,210
Breckinridge County,Kentucky,19982,8774,1960,6484,330
Bullitt County,Kentucky,79222,36069,8255,26210,1604
Butler County,Kentucky,12686,5576,947,4428,201
Caldwell County,Kentucky,12634,5975,1260,4507,208
Calloway County,Kentucky,38733,16049,4749,10367,933
Campbell County,Kentucky,92257,42510,14658,25050,2802
Carlisle County,Kentucky,4783,2601,432,2094,75
Carroll County,Kentucky,10614,3855,1106,2588,161
Carter County,Kentucky,27304,10278,2276,7587,415
Casey County,Kentucky,15775,6439,767,5482,190
Christian County,Kentucky,71796,22083,7188,14108,787
Clark County,Kentucky,35851,16205,4706,10710,789
Clay County,Kentucky,20626,6767,752,5861,154
Clinton County,Kentucky,10200,4462,547,3809,106
Crittenden County,Kentucky,9131,4037,617,3290,130
Cumberland County,Kentucky,6731,3066,459,2502,105
Daviess County,Kentucky,100032,45807,14163,28907,2737
Edmonson County,Kentucky,12076,5244,979,4135,130
Elliott County,Kentucky,7491,2855,740,2000,115
Estill County,Kentucky,14315,5545,1108,4236,201
Fayette County,Kentucky,319644,136315,69778,56894,9643
Fleming County,Kentucky,14481,6260,1348,4722,190
Floyd County,Kentucky,36968,16540,4015,11993,532
Franklin County,Kentucky,50292,23865,10717,11819,1329
Fulton County,Kentucky,6185,2382,774,1549,59
Gallatin County,Kentucky,8719,3338,749,2443,146
Garrard County,Kentucky,17382,7623,1453,5904,266
Grant County,Kentucky,24910,9559,1910,7268,381
Graves County,Kentucky,37217,16606,3308,12671,627
Grayson County,Kentucky,26093,10576,1959,8219,398
Green County,Kentucky,10969,5333,832,4372,129
Greenup County,Kentucky,35824,16277,4146,11546,585
Hancock County,Kentucky,8723,4295,1244,2788,263
Hardin County,Kentucky,106964,43156,13944,26971,2241
Harlan County,Kentucky,26996,10757,1372,9129,256
Harrison County,Kentucky,18569,7781,2031,5435,315
Hart County,Kentucky,18541,7264,1730,5320,214
Henderson County,Kentucky,46212,19710,6707,12159,844
Henry County,Kentucky,15834,7149,1828,4944,377
Hickman County,Kentucky,4607,2157,449,1657,51
Hopkins County,Kentucky,45598,20345,4310,15277,758
Jackson County,Kentucky,13364,5501,482,4889,130
Jefferson County,Kentucky,767464,353099,190836,143768,18495
Jessamine County,Kentucky,52219,23326,6144,15474,1708
Johnson County,Kentucky,22858,9572,1250,8043,279
Kenton County,Kentucky,164962,71998,24214,42958,4826
Knott County,Kentucky,15492,5763,1245,4357,161
Knox County,Kentucky,31471,12012,1761,9885,366
Larue County,Kentucky,14018,6367,1278,4799,290
Laurel County,Kentucky,60078,24833,3440,20592,801
Lawrence County,Kentucky,15839,6042,1045,4816,181
Lee County,Kentucky,6604,2667,444,2151,72
Leslie County,Kentucky,10431,4492,400,4015,77
Letcher County,Kentucky,22759,9134,1542,7293,299
Lewis County,Kentucky,13516,5298,785,4363,150
Lincoln County,Kentucky,24382,9561,1865,7338,358
Livingston County,Kentucky,9198,4645,887,3570,188
Logan County,Kentucky,26678,10899,2755,7778,366
Lyon County,Kentucky,8238,3962,1045,2789,128
McCracken County,Kentucky,65304,31307,9134,20774,1399
McCreary County,Kentucky,17548,5776,664,5012,100
McLean County,Kentucky,9337,4566,988,3381,197
Madison County,Kentucky,89532,37371,11793,23431,2147
Magoffin County,Kentucky,12668,5116,1172,3824,120
Marion County,Kentucky,19135,8111,2679,5122,310
Marshall County,Kentucky,31280,16698,3672,12322,704
Martin County,Kentucky,11945,3953,363,3503,87
Mason County,Kentucky,17167,7219,1970,4944,305
Meade County,Kentucky,27959,12231,3026,8660,545
Menifee County,Kentucky,6449,2779,700,2010,69
Mercer County,Kentucky,21405,10585,2395,7740,450
Metcalfe County,Kentucky,10020,4620,976,3491,153
Monroe County,Kentucky,10539,4991,601,4278,112
Montgomery County,Kentucky,27666,11452,3158,7856,438
Morgan County,Kentucky,13260,4775,1006,3628,141
Muhlenberg County,Kentucky,31150,13060,3272,9393,395
Nelson County,Kentucky,45497,20802,6434,13431,937
Nicholas County,Kentucky,7083,2841,787,1957,97
Ohio County,Kentucky,24158,10398,2080,7942,376
Oldham County,Kentucky,65410,32853,10268,20469,2116
Owen County,Kentucky,10668,5001,1062,3745,194
Owsley County,Kentucky,4472,1759,256,1474,29
Pendleton County,Kentucky,14595,6007,1164,4604,239
Perry County,Kentucky,27197,10572,2136,8158,278
Pike County,Kentucky,60431,24665,4280,19747,638
Powell County,Kentucky,12266,4957,1272,3513,172
Pulaski County,Kentucky,64013,28041,4208,22902,931
Robertson County,Kentucky,2125,1013,222,759,32
Rockcastle County,Kentucky,16872,6691,915,5609,167
Rowan County,Kentucky,24416,8848,3295,5174,379
Russell County,Kentucky,17769,8174,1093,6863,218
Scott County,Kentucky,53425,24200,7715,15052,1433
Shelby County,Kentucky,46548,20580,6276,13196,1108
Simpson County,Kentucky,17992,7531,2144,5077,310
Spencer County,Kentucky,18336,9515,1921,7196,398
Taylor County,Kentucky,25441,11306,2553,8320,433
Todd County,Kentucky,12357,4779,1042,3612,125
Trigg County,Kentucky,14302,6751,1587,4931,233
Trimble County,Kentucky,8596,3798,879,2771,148
Union County,Kentucky,14765,6211,1331,4701,179
Warren County,Kentucky,126419,48454,16966,28673,2815
Washington County,Kentucky,12109,5636,1420,4013,203
Wayne County,Kentucky,20728,7992,1431,6371,190
Webster County,Kentucky,13181,5805,1240,4397,168
Whitley County,Kentucky,36108,13774,2067,11312,395
Wolfe County,Kentucky,7189,2635,753,1804,78
Woodford County,Kentucky,26118,13563,4958,7697,908
Acadia Parish,Louisiana,62786,27389,5638,21162,589
Allen Parish,Louisiana,25680,9245,2106,6867,272
Ascension Parish,Louisiana,121558,54678,16476,36143,2059
Assumption Parish,Louisiana,22756,10904,3931,6714,259
Avoyelles Parish,Louisiana,40983,16586,5035,11165,386
Beauregard Parish,Louisiana,36973,15078,2393,12238,447
Bienville Parish,Louisiana,13780,7005,3129,3756,120
Bossier Parish,Louisiana,125920,49848,12641,35474,1733
Caddo Parish,Louisiana,248837,105804,53483,49006,3315
Calcasieu Parish,Louisiana,200568,83785,26296,54191,3298
Caldwell Parish,Louisiana,10074,4692,788,3822,82
Cameron Parish,Louisiana,6896,3692,323,3256,113
Catahoula Parish,Louisiana,9869,4856,1322,3479,55
Claiborne Parish,Louisiana,16146,6421,2717,3585,119
Concordia Parish,Louisiana,19970,8872,3272,5477,123
De Soto Parish,Louisiana,27190,13500,5165,8068,267
East Baton Rouge Parish,Louisiana,446677,196491,102828,84660,9003
East Carroll Parish,Louisiana,7235,2939,1838,1059,42
East Feliciana Parish,Louisiana,19513,10042,4235,5569,238
Evangeline Parish,Louisiana,33667,14882,4208,10360,314
Franklin Parish,Louisiana,20370,9162,2506,6514,142
Grant Parish,Louisiana,22279,8821,1181,7408,232
Iberia Parish,Louisiana,72971,32454,10698,20903,853
Iberville Parish,Louisiana,32864,16043,8324,7320,399
Jackson Parish,Louisiana,15895,7464,2139,5169,156
Jefferson Parish,Louisiana,436572,181639,73670,100398,7571
