County,State,Population,Total Votes,Democrats,Republican,Other
Teton County,Idaho,6098,2671,720,1745,206
Twin Falls County,Idaho,64360,22530,5777,15794,959
Valley County,Idaho,7659,3978,1129,2548,301
Washington County,Idaho,9970,4070,980,2899,191
Adams County,Illinois,68183,30109,12197,17331,581
Alexander County,Illinois,9684,4022,2357,1588,77
Bond County,Illinois,17659,7032,3060,3804,168
Boone County,Illinois,42052,15523,6481,8617,425
Brown County,Illinois,6977,2660,1077,1529,54
Bureau County,Illinois,35456,16823,7754,8526,543
Calhoun County,Illinois,5086,2602,1310,1229,63
Carroll County,Illinois,16611,7177,3113,3835,229
Cass County,Illinois,13675,5899,2789,2968,142
Champaign County,Illinois,180041,74285,35515,34645,4125
Christian County,Illinois,35383,14771,6799,7537,435
Clark County,Illinois,16969,7512,2932,4398,182
Clay County,Illinois,14409,6135,2212,3789,134
Clinton County,Illinois,35565,15427,6436,8588,403
Coles County,Illinois,53114,20093,8904,10495,694
Cook County,Illinois,5373418,1865907,1280547,534542,50818
Crawford County,Illinois,20411,8500,3333,4974,193
Cumberland County,Illinois,11318,4975,1870,2964,141
DeKalb County,Illinois,89237,33233,14798,17139,1296
De Witt County,Illinois,16800,7051,2870,3968,213
Douglas County,Illinois,19964,8152,3215,4734,203
DuPage County,Illinois,906284,364362,152550,201037,10775
Edgar County,Illinois,19582,8232,3216,4833,183
Edwards County,Illinois,6963,3260,978,2212,70
Effingham County,Illinois,34248,14485,4225,9855,405
Fayette County,Illinois,21827,9338,3886,5200,252
Ford County,Illinois,14195,6153,2090,3889,174
Franklin County,Illinois,39003,19212,10201,8490,521
Fulton County,Illinois,38216,16277,8940,6936,401
Gallatin County,Illinois,6405,3558,1878,1591,89
Greene County,Illinois,14752,5767,2490,3129,148
Grundy County,Illinois,37704,16584,7516,8709,359
Hamilton County,Illinois,8602,4587,1943,2519,125
Hancock County,Illinois,20148,9691,4256,5134,301
Hardin County,Illinois,4777,2637,1184,1366,87
Henderson County,Illinois,8172,3866,2030,1708,128
Henry County,Illinois,51078,23470,11921,10896,653
Iroquois County,Illinois,31386,13424,4397,8685,342
Jackson County,Illinois,59633,23090,11773,9823,1494
Jasper County,Illinois,10067,5021,1815,3119,87
Jefferson County,Illinois,40041,15360,6685,8362,313
Jersey County,Illinois,21642,9413,4355,4699,359
Jo Daviess County,Illinois,22296,10322,4585,5304,433
Johnson County,Illinois,12836,5362,1928,3285,149
Kane County,Illinois,407847,141405,60127,76996,4282
Kankakee County,Illinois,103842,40183,19180,20049,954
Kendall County,Illinois,55311,22769,8444,13688,637
Knox County,Illinois,55783,23174,12572,9912,690
Lake County,Illinois,648150,242164,115058,120988,6118
LaSalle County,Illinois,111600,46007,23355,21276,1376
Lawrence County,Illinois,15432,6578,2822,3594,162
Lee County,Illinois,36092,14620,6111,8069,440
Livingston County,Illinois,39751,15421,5829,9187,405
Logan County,Illinois,31161,13065,4600,8141,324
McDonough County,Illinois,32841,13012,6080,6465,467
McHenry County,Illinois,261084,106185,40698,62112,3375
McLean County,Illinois,150844,60898,24936,34008,1954
Macon County,Illinois,114499,49499,24262,23830,1407
Macoupin County,Illinois,48972,21389,11015,9749,625
Madison County,Illinois,259204,111104,59077,48821,3206
Marion County,Illinois,41665,16663,8068,8240,355
Marshall County,Illinois,13137,5907,2570,3145,192
Mason County,Illinois,16001,6772,3192,3411,169
Massac County,Illinois,15136,6744,2912,3676,156
Menard County,Illinois,12476,6202,2164,3862,176
Mercer County,Illinois,16937,8318,4400,3688,230
Monroe County,Illinois,27764,13796,5797,7632,367
Montgomery County,Illinois,30657,13093,6542,6226,325
Morgan County,Illinois,36638,14334,5899,8058,377
Moultrie County,Illinois,14327,5725,2529,3058,138
Ogle County,Illinois,51275,20601,7673,12325,603
Peoria County,Illinois,183186,76812,38604,36398,1810
Perry County,Illinois,23055,9942,4862,4802,278
Piatt County,Illinois,16387,8385,3488,4619,278
Pike County,Illinois,17320,8112,3198,4706,208
Pope County,Illinois,4411,2330,927,1346,57
Pulaski County,Illinois,7294,3016,1518,1430,68
Putnam County,Illinois,6065,3179,1657,1437,85
Randolph County,Illinois,33910,14287,6794,7127,366
Richland County,Illinois,16259,7428,2491,4718,219
Rock Island County,Illinois,149134,65095,37957,25194,1944
St. Clair County,Illinois,256462,100393,55961,42299,2133
Saline County,Illinois,26603,11650,5427,5933,290
Sangamon County,Illinois,189152,91485,38414,50374,2697
Schuyler County,Illinois,7199,3772,1587,2077,108
Scott County,Illinois,5549,2469,954,1458,57
Shelby County,Illinois,22850,10163,4018,5851,294
Stark County,Illinois,6317,2989,1211,1694,84
Stephenson County,Illinois,48920,19378,8062,10715,601
Tazewell County,Illinois,128520,58348,25379,31537,1432
Union County,Illinois,18267,8660,3982,4397,281
Vermilion County,Illinois,83821,32100,15406,15783,911
Wabash County,Illinois,12895,5508,1987,3406,115
Warren County,Illinois,18680,7631,3524,3899,208
Washington County,Illinois,15162,7138,2638,4353,147
Wayne County,Illinois,17112,7693,2209,5347,137
White County,Illinois,15333,7637,2958,4521,158
Whiteside County,Illinois,60615,24837,12886,11252,699
Will County,Illinois,507629,191670,90902,95828,4940
Williamson County,Illinois,61279,26939,12192,14012,735
Winnebago County,Illinois,278981,109297,51981,53816,3500
Woodford County,Illinois,35499,16793,5529,10905,359
Adams County,Indiana,33597,12590,3775,8555,260
Allen County,Indiana,332786,114320,41636,70426,2258
Bartholomew County,Indiana,71763,25769,9015,16200,554
Benton County,Indiana,9412,3874,1328,2441,105
Blackford County,Indiana,13988,4893,2103,2699,91
Boone County,Indiana,46390,18396,4763,13161,472
Brown County,Indiana,14998,6817,2608,3871,338
Carroll County,Indiana,20150,8268,2965,5102,201
Cass County,Indiana,40939,15106,5412,9305,389
Clark County,Indiana,96714,37336,17360,19417,559
Clay County,Indiana,26565,10158,3605,6393,160
Clinton County,Indiana,33942,10991,3643,7141,207
Crawford County,Indiana,10786,4209,1817,2327,65
Daviess County,Indiana,29882,9761,2697,6872,192
Dearborn County,Indiana,46349,17650,6020,11452,178
Decatur County,Indiana,24572,9171,2889,6115,167
DeKalb County,Indiana,40537,13785,4776,8701,308
Delaware County,Indiana,118776,44147,20876,22105,1166
Dubois County,Indiana,39892,15504,5090,10134,280
Elkhart County,Indiana,183412,54482,16402,36756,1324
Fayette County,Indiana,25556,8647,3415,5060,172
Floyd County,Indiana,70879,30030,13209,16486,335
Fountain County,Indiana,17929,7281,2717,4408,156
Franklin County,Indiana,22252,8339,2591,5587,161
Fulton County,Indiana,20549,8327,2960,5218,149
Gibson County,Indiana,32491,13772,5802,7734,236
Grant County,Indiana,73325,26386,9712,16153,521
Greene County,Indiana,33191,12619,4898,7452,269
Hamilton County,Indiana,185221,75926,18002,56372,1552
Hancock County,Indiana,55710,22950,6503,15943,504
Harrison County,Indiana,34569,14896,5870,8711,315
Hendricks County,Indiana,105378,40221,10786,28651,784
Henry County,Indiana,48469,18315,7647,10321,347
Howard County,Indiana,84940,34095,12899,20331,865
Huntington County,Indiana,38068,14620,4119,10113,388
Jackson County,Indiana,41428,14602,5330,9054,218
Jasper County,Indiana,30334,11167,3744,7212,211
Jay County,Indiana,21792,8030,3167,4687,176
Jefferson County,Indiana,31706,11931,5117,6582,232
Jennings County,Indiana,27747,9494,3549,5732,213
Johnson County,Indiana,115756,42284,11952,29404,928
Knox County,Indiana,39195,15054,6300,8485,269
Kosciusko County,Indiana,74211,25284,5785,19040,459
LaGrange County,Indiana,34892,8333,2733,5437,163
Lake County,Indiana,484514,175994,109078,63389,3527
LaPorte County,Indiana,110121,39747,19736,18994,1017
Lawrence County,Indiana,45915,16142,5071,10677,394
Madison County,Indiana,133213,52216,23403,27956,857
Marion County,Indiana,860832,279903,134189,137810,7904
Marshall County,Indiana,45243,16150,5541,10266,343
Martin County,Indiana,10360,4609,1518,3008,83
Miami County,Indiana,36184,12928,4155,8401,372
Monroe County,Indiana,120872,40220,17523,19147,3550
Montgomery County,Indiana,37601,13101,3899,8891,311
Morgan County,Indiana,66838,22036,6228,15286,522
Newton County,Indiana,14525,5510,2101,3250,159
Noble County,Indiana,46640,14216,4822,9103,291
Ohio County,Indiana,5582,2492,951,1515,26
Orange County,Indiana,19316,7458,2601,4687,170
Owen County,Indiana,21837,6503,2253,4019,231
Parke County,Indiana,17179,6447,2481,3841,125
Perry County,Indiana,18865,7387,3823,3461,103
Pike County,Indiana,12826,6302,2605,3566,131
Porter County,Indiana,147137,59378,26790,31157,1431
Posey County,Indiana,27070,11110,4430,6498,182
Pulaski County,Indiana,13605,5518,1919,3497,102
Putnam County,Indiana,36180,11871,4123,7352,396
Randolph County,Indiana,27363,10132,3906,6020,206
Ripley County,Indiana,26654,10675,3498,6988,189
Rush County,Indiana,18194,7284,2370,4749,165
St. Joseph County,Indiana,265845,97474,47703,47581,2190
Scott County,Indiana,23049,7846,3915,3761,170
Shelby County,Indiana,43479,15310,5374,9590,346
Spencer County,Indiana,20432,8987,3752,5096,139
Starke County,Indiana,23525,8701,4136,4349,216
Steuben County,Indiana,33339,11277,4103,6953,221
Sullivan County,Indiana,21756,8262,3833,4319,110
Switzerland County,Indiana,9129,3239,1336,1831,72
Tippecanoe County,Indiana,149359,46295,18220,26106,1969
Tipton County,Indiana,16582,7316,2392,4784,140
Union County,Indiana,7343,2828,927,1838,63
Vanderburgh County,Indiana,172052,66221,29222,35846,1153
Vermillion County,Indiana,16772,6633,3370,3130,133
Vigo County,Indiana,105762,36228,17570,18021,637
Wabash County,Indiana,34993,12883,4277,8321,285
Warren County,Indiana,8435,3768,1471,2218,79
Warrick County,Indiana,52531,22309,8749,13205,355
Washington County,Indiana,27247,9801,3675,5868,258
Wayne County,Indiana,71033,25151,10273,14273,605
Wells County,Indiana,27619,11281,3319,7755,207
White County,Indiana,25246,9904,3655,6037,212
Whitley County,Indiana,30634,12432,4107,8080,245
Adair County,Iowa,8223,4123,1753,2275,95
Adams County,Iowa,4476,2145,897,1170,78
Allamakee County,Iowa,14674,6462,2883,3277,302
Appanoose County,Iowa,13696,5704,2560,2992,152
Audubon County,Iowa,6804,3784,1780,1909,95
Benton County,Iowa,25326,11766,5915,5468,383
Black Hawk County,Iowa,128019,55085,30112,23468,1505
Boone County,Iowa,26251,12249,6270,5625,354
Bremer County,Iowa,23312,11175,5169,5675,331
Buchanan County,Iowa,21064,9410,5045,4092,273
Buena Vista County,Iowa,20361,7977,3297,4354,326
Butler County,Iowa,15299,6724,2735,3837,152
Calhoun County,Iowa,11088,5041,2132,2776,133
Carroll County,Iowa,21382,9568,4463,4879,226
Cass County,Iowa,14675,6880,2481,4206,193
Cedar County,Iowa,18199,8344,4033,4031,280
Cerro Gordo County,Iowa,46389,22162,12185,9397,580
Cherokee County,Iowa,13019,6592,2845,3463,284
Chickasaw County,Iowa,13168,6584,3435,2936,213
Clarke County,Iowa,9194,4176,2081,1984,111
Clay County,Iowa,17360,7578,3294,3992,292
Clayton County,Iowa,18611,8571,4238,4034,299
Clinton County,Iowa,50120,22180,12276,9229,675
Crawford County,Iowa,16944,6555,2838,3482,235
Dallas County,Iowa,41446,19330,8561,10306,463
Davis County,Iowa,8544,3758,1691,1956,111
Decatur County,Iowa,8645,3709,1674,1903,132
Delaware County,Iowa,18416,8349,3808,4273,268
Des Moines County,Iowa,42253,19365,11351,7385,629
Dickinson County,Iowa,16460,8121,3660,4225,236
Dubuque County,Iowa,89201,40323,22341,16462,1520
Emmet County,Iowa,10995,4630,2165,2331,134
Fayette County,Iowa,22022,9621,4640,4747,234
Floyd County,Iowa,16854,7238,3830,3191,217
Franklin County,Iowa,10679,4938,2122,2657,159
Fremont County,Iowa,7995,3616,1459,2069,88
Greene County,Iowa,10341,4719,2301,2282,136
Grundy County,Iowa,12368,6111,2139,3851,121
Guthrie County,Iowa,11334,5469,2493,2840,136
Hamilton County,Iowa,16423,7574,3407,3968,199
Hancock County,Iowa,12109,5438,2281,2988,169
Hardin County,Iowa,18807,8435,3734,4486,215
Harrison County,Iowa,15685,6543,2551,3802,190
Henry County,Iowa,20341,8671,3907,4476,288
Howard County,Iowa,9934,4491,2426,1922,143
Humboldt County,Iowa,10377,4940,1949,2846,145
Ida County,Iowa,7804,3491,1411,1968,112
Iowa County,Iowa,15729,7413,3230,3894,289
Jackson County,Iowa,20297,9032,4945,3769,318
Jasper County,Iowa,37252,17835,8699,8729,407
Jefferson County,Iowa,16189,7548,2863,3248,1437
Johnson County,Iowa,111455,52769,31174,17899,3696
Jones County,Iowa,20259,9143,4690,4201,252
Keokuk County,Iowa,11418,4947,2181,2571,195
Kossuth County,Iowa,17206,8878,3960,4612,306
Lee County,Iowa,37931,16572,9632,6339,601
Linn County,Iowa,192365,92064,48897,40417,2750
Louisa County,Iowa,12174,4637,2294,2207,136
Lucas County,Iowa,9369,4303,1934,2262,107
Lyon County,Iowa,11748,5342,1313,3918,111
Madison County,Iowa,14049,6969,3093,3662,214
Mahaska County,Iowa,22299,9543,3370,5971,202
Marion County,Iowa,32104,14408,5741,8358,309
Marshall County,Iowa,39356,17624,8322,8785,517
Mills County,Iowa,14554,5915,2039,3684,192
Mitchell County,Iowa,10868,5162,2650,2388,124
Monona County,Iowa,10009,4560,2086,2304,170
Monroe County,Iowa,8005,3647,1699,1858,90
Montgomery County,Iowa,11793,5394,1838,3417,139
Muscatine County,Iowa,41791,16076,8058,7483,535
O'Brien County,Iowa,15067,7044,2170,4674,200
Osceola County,Iowa,6985,3063,913,2064,86
Page County,Iowa,16939,7059,2293,4588,178
Palo Alto County,Iowa,10135,4823,2326,2341,156
Plymouth County,Iowa,24870,10118,3499,6189,430
Pocahontas County,Iowa,8602,4141,1736,2242,163
Polk County,Iowa,375627,174167,89715,79927,4525
Pottawattamie County,Iowa,88022,34467,14726,18783,958
Poweshiek County,Iowa,18903,8980,4222,4396,362
Ringgold County,Iowa,5465,2692,1246,1369,77
Sac County,Iowa,11481,5033,2099,2776,158
Scott County,Iowa,158614,70568,35857,32801,1910
Shelby County,Iowa,13031,6009,2179,3655,175
Sioux County,Iowa,31609,14692,2148,12241,303
Story County,Iowa,80152,35364,17478,16228,1658
Tama County,Iowa,18084,8315,4045,4034,236
Taylor County,Iowa,6976,3096,1247,1770,79
Union County,Iowa,12281,5740,2540,3003,197
Van Buren County,Iowa,7793,3561,1440,2016,105
Wapello County,Iowa,36007,15139,8355,6313,471
Warren County,Iowa,40787,19653,9521,9621,511
Washington County,Iowa,20718,9094,3932,4827,335
Wayne County,Iowa,6728,3021,1300,1666,55
Webster County,Iowa,40234,17048,8479,8172,397
Winnebago County,Iowa,11778,5527,2691,2662,174
Winneshiek County,Iowa,21265,9417,4339,4647,431
Woodbury County,Iowa,103786,37896,17691,18864,1341
Worth County,Iowa,7894,4004,2208,1659,137
Wright County,Iowa,14327,6336,2796,3384,156
Allen County,Kansas,14393,5766,2132,3379,255
Anderson County,Kansas,8091,3478,1327,1984,167
Atchison County,Kansas,16796,6900,3171,3378,351
Barber County,Kansas,5292,2498,637,1755,106
Barton County,Kansas,28163,10955,3238,7302,415
Bourbon County,Kansas,15366,6308,2211,3852,245
Brown County,Kansas,10709,4691,1512,2985,194
Butler County,Kansas,59681,21002,6755,13377,870
Chase County,Kansas,3019,1317,391,848,78
Chautauqua County,Kansas,4344,1880,443,1347,90
Cherokee County,Kansas,22554,9130,3783,5014,333
Cheyenne County,Kansas,3157,1727,350,1312,65
Clark County,Kansas,2402,1261,292,926,43
Clay County,Kansas,8827,4088,951,2998,139
Cloud County,Kansas,10238,4503,1314,2918,271
Coffey County,Kansas,8932,4040,1196,2700,144
Comanche County,Kansas,1955,1006,211,760,35
Cowley County,Kansas,36342,14210,5535,8080,595
Crawford County,Kansas,38262,15034,7076,7160,798
Decatur County,Kansas,3460,1759,424,1255,80
Dickinson County,Kansas,19349,8092,2413,5243,436
Doniphan County,Kansas,8240,3649,1134,2350,165
Douglas County,Kansas,100247,39838,18249,17062,4527
Edwards County,Kansas,3434,1563,447,1062,54
Elk County,Kansas,3217,1550,402,1080,68
Ellis County,Kansas,27454,11160,3926,6516,718
Ellsworth County,Kansas,6536,2839,825,1845,169
Finney County,Kansas,40508,9150,2431,6442,277
Ford County,Kansas,32544,8917,2566,6050,301
Franklin County,Kansas,24869,9658,3321,5925,412
Geary County,Kansas,27845,6866,2660,3977,229
Gove County,Kansas,3087,1495,296,1122,77
Graham County,Kansas,2925,1474,346,1058,70
Grant County,Kansas,7880,2856,683,2126,47
Gray County,Kansas,5913,2160,482,1631,47
Greeley County,Kansas,1530,803,143,628,32
Greenwood County,Kansas,7647,3561,1027,2392,142
Hamilton County,Kansas,2651,1192,264,901,27
Harper County,Kansas,6511,3055,869,2076,110
Harvey County,Kansas,32894,13684,4591,8271,822
Haskell County,Kansas,4302,1616,263,1323,30
Hodgeman County,Kansas,2072,1088,217,835,36
Jackson County,Kansas,12655,5250,1990,3001,259
Jefferson County,Kansas,18553,7877,3000,4423,454
Jewell County,Kansas,3747,1877,380,1400,97
Johnson County,Kansas,454539,217536,79118,129965,8453
Kearny County,Kansas,4497,1435,320,1084,31
Kingman County,Kansas,8685,3808,991,2672,145
Kiowa County,Kansas,3264,1608,294,1262,52
Labette County,Kansas,22733,8538,3745,4475,318
Lane County,Kansas,2145,1133,252,846,35
Leavenworth County,Kansas,68957,23271,9733,12583,955
Lincoln County,Kansas,3576,1890,469,1295,126
Linn County,Kansas,9580,4259,1587,2513,159
Logan County,Kansas,3059,1397,231,1088,78
Lyon County,Kansas,35967,12455,5190,6652,613
McPherson County,Kansas,29572,12461,3272,8501,688
Marion County,Kansas,13394,5903,1475,4156,272
Marshall County,Kansas,10933,5115,1831,3066,218
Meade County,Kansas,4621,2053,400,1604,49
Miami County,Kansas,28536,11607,4554,6611,442
Mitchell County,Kansas,6911,3266,751,2350,165
Montgomery County,Kansas,36242,13745,4770,8496,479
Morris County,Kansas,6120,2641,882,1599,160
Morton County,Kansas,3482,1557,321,1203,33
Nemaha County,Kansas,10694,5290,1494,3578,218
Neosho County,Kansas,16934,6886,2588,4014,284
Ness County,Kansas,3448,1876,383,1420,73
Norton County,Kansas,5962,2451,598,1744,109
Osage County,Kansas,16756,6613,2530,3770,313
Osborne County,Kansas,4436,2030,484,1432,114
Ottawa County,Kansas,6192,2791,631,1977,183
Pawnee County,Kansas,7225,2940,968,1850,122
Phillips County,Kansas,5995,2792,611,2057,124
Pottawatomie County,Kansas,18302,7731,2037,4985,709
Pratt County,Kansas,9649,4416,1314,2885,217
Rawlins County,Kansas,2988,1740,306,1349,85
Reno County,Kansas,64731,25430,9025,15179,1226
Republic County,Kansas,5804,2985,604,2239,142
Rice County,Kansas,10728,4520,1422,2903,195
Riley County,Kansas,63237,18253,6188,10672,1393
Rooks County,Kansas,5665,2775,597,2016,162
Rush County,Kansas,3536,1854,505,1235,114
Russell County,Kansas,7349,3482,886,2434,162
Saline County,Kansas,53659,21527,7487,12412,1628
Scott County,Kansas,5100,2303,418,1811,74
Sedgwick County,Kansas,453705,163417,62561,93724,7132
Seward County,Kansas,22616,5096,1126,3869,101
Shawnee County,Kansas,170027,74373,34818,35894,3661
Sheridan County,Kansas,2795,1489,281,1132,76
Sherman County,Kansas,6746,2682,681,1894,107
Smith County,Kansas,4519,2184,534,1534,116
Stafford County,Kansas,4752,2200,567,1546,87
Stanton County,Kansas,2394,1029,215,785,29
Stevens County,Kansas,5460,2111,345,1714,52
Sumner County,Kansas,25946,10232,3549,6176,507
Thomas County,Kansas,8179,3780,807,2822,151
Trego County,Kansas,3280,1837,516,1220,101
Wabaunsee County,Kansas,6868,3420,1025,2182,213
Wallace County,Kansas,1733,861,103,737,21
Washington County,Kansas,6413,3267,687,2446,134
Wichita County,Kansas,2512,1090,207,859,24
Wilson County,Kansas,10303,4095,1186,2748,161
Woodson County,Kansas,3754,1595,521,974,100
Wyandotte County,Kansas,157883,48272,32411,14024,1837
Adair County,Kentucky,17327,7328,1779,5460,89
Allen County,Kentucky,17820,6429,1950,4415,64
Anderson County,Kentucky,19151,7967,2902,4909,156
Ballard County,Kentucky,8304,3770,1880,1824,66
Barren County,Kentucky,38128,13844,4930,8741,173
Bath County,Kentucky,11128,4473,2087,2303,83
Bell County,Kentucky,30015,10611,4787,5585,239
Boone County,Kentucky,87108,31984,9248,22016,720
Bourbon County,Kentucky,19366,7102,3048,3881,173
Boyd County,Kentucky,49627,19182,9541,9247,394
Boyle County,Kentucky,27673,10326,3963,6126,237
Bracken County,Kentucky,8267,3019,888,2065,66
Breathitt County,Kentucky,15999,5073,2902,2084,87
Breckinridge County,Kentucky,18682,7453,2595,4763,95
Bullitt County,Kentucky,61590,22701,8195,14054,452
Butler County,Kentucky,12991,5010,1299,3654,57
Caldwell County,Kentucky,13026,5482,2223,3161,98
Calloway County,Kentucky,34160,13673,5635,7705,333
Campbell County,Kentucky,88687,33829,12040,20789,1000
Carlisle County,Kentucky,5336,2593,1149,1405,39
Carroll County,Kentucky,10181,3499,1601,1818,80
Carter County,Kentucky,26874,8959,4182,4617,160
Casey County,Kentucky,15466,5469,1122,4284,63
Christian County,Kentucky,72730,17773,6778,10787,208
Clark County,Kentucky,33234,12473,4918,7297,258
Clay County,Kentucky,24458,6719,1723,4926,70
Clinton County,Kentucky,9637,4305,1032,3224,49
Crittenden County,Kentucky,9408,4154,1610,2469,75
Cumberland County,Kentucky,7167,3006,736,2220,50
Daviess County,Kentucky,91657,36240,14126,21361,753
Edmonson County,Kentucky,11639,4995,1710,3250,35
Elliott County,Kentucky,6767,2381,1525,827,29
Estill County,Kentucky,15307,4710,1591,3033,86
Fayette County,Kentucky,261408,105477,47277,54495,3705
Fleming County,Kentucky,13837,5179,1813,3282,84
Floyd County,Kentucky,42316,15394,10088,5068,238
Franklin County,Kentucky,47888,21654,10853,10209,592
Fulton County,Kentucky,7697,2788,1452,1293,43
Gallatin County,Kentucky,7866,2459,1049,1345,65
Garrard County,Kentucky,14844,5823,1713,4043,67
Grant County,Kentucky,22485,7103,2568,4405,130
Graves County,Kentucky,37049,14231,6097,7849,285
Grayson County,Kentucky,24094,8558,2604,5843,111
Green County,Kentucky,11526,4756,1085,3615,56
Greenup County,Kentucky,36836,14663,7164,7233,266
Hancock County,Kentucky,8424,3610,1508,2032,70
Hardin County,Kentucky,92919,30690,11095,18964,631
Harlan County,Kentucky,32935,10535,5365,4980,190
Harrison County,Kentucky,17997,6611,2658,3793,160
Hart County,Kentucky,17535,6019,2201,3725,93
Henderson County,Kentucky,44827,16039,8054,7698,287
Henry County,Kentucky,15032,5473,2117,3244,112
Hickman County,Kentucky,5240,2124,940,1151,33
Hopkins County,Kentucky,46463,16489,6734,9490,265
Jackson County,Kentucky,13507,4855,701,4079,75
Jefferson County,Kentucky,694399,302362,149901,145052,7409
Jessamine County,Kentucky,39216,15061,4633,10074,354
Johnson County,Kentucky,23315,8180,3251,4783,146
Kenton County,Kentucky,151658,56249,19100,35363,1786
Knott County,Kentucky,17593,6458,4349,2029,80
Knox County,Kentucky,31770,9910,3690,6058,162
Larue County,Kentucky,13398,5179,1727,3384,68
Laurel County,Kentucky,52920,18120,4856,13029,235
Lawrence County,Kentucky,15553,5307,2258,2969,80
Lee County,Kentucky,7929,2764,836,1893,35
Leslie County,Kentucky,12371,4434,1210,3159,65
Letcher County,Kentucky,25213,8985,4698,4092,195
Lewis County,Kentucky,14111,4568,1293,3217,58
Lincoln County,Kentucky,23410,7597,2678,4795,124
Livingston County,Kentucky,9811,4230,2022,2118,90
Logan County,Kentucky,26654,9332,3885,5344,103
Lyon County,Kentucky,8114,3420,1680,1688,52
McCracken County,Kentucky,65423,26689,11412,14745,532
McCreary County,Kentucky,17074,4799,1418,3321,60
McLean County,Kentucky,9983,4022,1747,2219,56
Madison County,Kentucky,71309,23666,9309,13682,675
Magoffin County,Kentucky,13321,5453,2603,2785,65
Marion County,Kentucky,18243,6176,2778,3259,139
Marshall County,Kentucky,30113,13761,6203,7294,264
Martin County,Kentucky,12586,4456,1714,2667,75
Mason County,Kentucky,16790,5873,2178,3572,123
Meade County,Kentucky,28189,9071,3596,5319,156
Menifee County,Kentucky,6565,2249,1038,1170,41
Mercer County,Kentucky,20794,8632,3092,5362,178
Metcalfe County,Kentucky,10005,3849,1318,2476,55
Monroe County,Kentucky,11700,5569,1158,4377,34
Montgomery County,Kentucky,22650,8519,3833,4534,152
Morgan County,Kentucky,13964,4240,1875,2295,70
Muhlenberg County,Kentucky,31795,11956,6295,5518,143
Nelson County,Kentucky,37662,13488,5481,7714,293
Nicholas County,Kentucky,6789,2673,994,1613,66
Ohio County,Kentucky,22933,8882,3303,5413,166
Oldham County,Kentucky,46895,20268,6236,13580,452
Owen County,Kentucky,10554,4070,1394,2582,94
Owsley County,Kentucky,4852,1826,339,1466,21
Pendleton County,Kentucky,14475,4803,1670,3044,89
Perry County,Kentucky,29259,11000,5514,5300,186
Pike County,Kentucky,68506,24935,13611,11005,319
Powell County,Kentucky,13251,4362,2008,2258,96
Pulaski County,Kentucky,56428,21541,5415,15845,281
Robertson County,Kentucky,2271,998,341,630,27
Rockcastle County,Kentucky,16623,5247,1174,3992,81
Rowan County,Kentucky,22077,7226,3505,3546,175
Russell County,Kentucky,16296,7074,1710,5268,96
Scott County,Kentucky,33422,13786,5472,7952,362
Shelby County,Kentucky,33574,12738,4435,8068,235
Simpson County,Kentucky,16416,5824,2583,3169,72
Spencer County,Kentucky,11911,4772,1554,3150,68
Taylor County,Kentucky,22874,9051,2790,6151,110
Todd County,Kentucky,11926,4187,1496,2646,45
Trigg County,Kentucky,12657,5344,2110,3130,104
Trimble County,Kentucky,8227,3081,1181,1837,63
Union County,Kentucky,15378,5368,2547,2749,72
Warren County,Kentucky,92917,32975,12180,20235,560
Washington County,Kentucky,10920,4588,1458,3044,86
Wayne County,Kentucky,19958,6474,2312,4069,93
Webster County,Kentucky,14097,5072,2388,2599,85
Whitley County,Kentucky,35895,11774,4101,7502,171
Wolfe County,Kentucky,7126,2425,1136,1267,22
Woodford County,Kentucky,23278,10137,3995,5890,252
Acadia Parish,Louisiana,58795,23238,8892,13814,532
Allen Parish,Louisiana,25401,8292,3914,4035,343
Ascension Parish,Louisiana,77335,30844,13385,16818,641
Assumption Parish,Louisiana,23324,10053,5222,4388,443
Avoyelles Parish,Louisiana,41459,14653,6701,7329,623
Beauregard Parish,Louisiana,32979,12205,3958,7862,385
Bienville Parish,Louisiana,15717,7006,3413,3269,324
Bossier Parish,Louisiana,99658,35915,11933,23224,758
Caddo Parish,Louisiana,250990,95639,47530,46807,1302
Calcasieu Parish,Louisiana,183554,73636,33919,38086,1631
Caldwell Parish,Louisiana,10559,4328,1359,2817,152
Cameron Parish,Louisiana,9937,4183,1435,2593,155
Catahoula Parish,Louisiana,10882,4765,1718,2912,135
Claiborne Parish,Louisiana,16811,6281,2721,3384,176
Concordia Parish,Louisiana,20225,8499,3569,4627,303
De Soto Parish,Louisiana,25502,10596,5036,5260,300
East Baton Rouge Parish,Louisiana,412958,168989,76516,89128,3345
East Carroll Parish,Louisiana,9384,3245,1876,1280,89
East Feliciana Parish,Louisiana,21298,8099,3870,4051,178
Evangeline Parish,Louisiana,35414,13612,5763,7290,559
Franklin Parish,Louisiana,21261,8356,2792,5363,201
Grant Parish,Louisiana,18734,7055,2099,4784,172
Iberia Parish,Louisiana,73170,30020,11762,17236,1022
Iberville Parish,Louisiana,33321,14503,8355,5573,575
Jackson Parish,Louisiana,15415,7106,2582,4347,177
Jefferson Parish,Louisiana,454936,179151,70411,105003,3737
Jefferson Davis Parish,Louisiana,31506,12546,5162,6945,439
Lafayette Parish,Louisiana,190516,78293,27190,48491,2612
Lafourche Parish,Louisiana,89775,34449,14627,18575,1247
La Salle Parish,Louisiana,14271,6108,1397,4564,147
